species,ANI26401,ANG65538,SBO07726,YP_009253942,YP_009252254,ANB43610,AKT72642,AIJ28621,NP_733857,NP_064160,AAF80111,AAF16520,AAC58687,AAB66388,AMO64740,AKZ18144,YP_009230161,YP_009229846,YP_009227263,AMB66138,AMB65994,AMB16939,AMB15810,ALX81095,YP_438136,AJT58581,AJG04899,ALB06101,ALB06099,YP_009176907,YP_009173887,ALF03278,YP_009179299,AJG42938,AGG16071,Q2HRD0,YP_009137478,AIL27699,YP_004936030,AKP92777,AKE44231,Q69025,Q6UDK1,O36363,P52367,P24907,BAP00709,YP_009118399,AIA82756,YP_073778,AJE29648,AJD79498,AIN81109,AIN81107,AIA09524,YP_009054933,AIQ80750,YP_009052018,YP_004940227,YP_009041990,YP_009044396,AHH02047,AHM96371,YP_009011017,AGY30688,AHA93360,YP_004940081,NP_047983,CCE57390,AFM85236,AFM85234,AFK85012,AFK85010,YP_004207849,YP_003933809,YP_003662494,YP_182359,YP_164473,NP_077443,NP_073324,NP_066862,AFK83885,ABH05845,AEW46233,AEM72555,AEI00235,AEA39187,ADY80543,AAM89282,AAM89279,ADY05325,ADY05323,ADY05321,ADY05320,ADY05319,ADY05318,ADY05317,ADY05314,ADY05311,AAM89278,ADK70918,AAN35123,ADM52140,BAI22795,AAM62282,ADE62355,ABN49965,ABN49966,ABN49957,ABO40787,ABO40783,ABO40780,ABO40775,AAG13396,AAD55134,ACX70157,AAO12315,AAK00812,AAT79466,BAH57334,AAP42119,AAP42117,ABI21851,AAS75147,AAO46908,AAO46905,AAD30142,AAO46907,ABI21852,ABU52901,ABU52899,AAC57976,ABV03816,ABV03812,ABV03810,AAN35124,ABH05847,ABH05841,ABH08758,ABH08757,AAW55994,AAW55992,CAB61753
AIN81107,0.671273,0.744324,0.734452,0.213439,0.751234,0.739388,0.586377,0.747285,0.684107,0.598223,0.520357,0.658367,0.679171,0.641658,0.694965,0.336957,0.740375,0.657000,0.729516,0.739388,0.748272,0.728529,0.732478,0.754195,0.670341,0.754195,0.745311,0.688525,0.685363,0.705824,0.703704,0.671273,0.645607,0.679359,0.637710,0.663043,0.579467,0.737414,0.581441,0.668464,0.641658,0.573544,0.731491,0.670286,0.675595,0.664024,0.741362,0.678184,0.663682,0.098717,0.677196,0.734452,0.105836,0.000000,0.740375,0.741362,0.743337,0.643633,0.561698,0.657974,0.663664,0.682432,0.751234,0.743337,0.658440,0.743337,0.563672,0.662042,0.585390,0.669643,0.639279,0.664363,0.432379,0.666338,0.740375,0.744324,0.769613,0.747285,0.732478,0.753208,0.759131,0.645607,0.691503,0.559724,0.659856,0.750247,0.673913,0.679144,0.624506,0.591700,0.689747,0.689840,0.676471,0.684070,0.687500,0.685752,0.680426,0.687084,0.709518,0.683578,0.658303,0.670241,0.741362,0.672065,0.688755,0.603627,0.648613,0.662698,0.668840,0.595020,0.598952,0.598315,0.713203,0.671660,0.751234,0.669323,0.664336,0.672637,0.738401,0.626506,0.651639,0.666667,0.676590,0.712658,0.675202,0.679521,0.688073,0.672948,0.695418,0.674839,0.685906,0.665350,0.630749,0.687084,0.689243,0.675532,0.691099,0.686684,0.669366,0.675168,0.670227,0.676862,0.633333
AIA09524,0.722167,0.483817,0.233198,0.760870,0.538592,0.567766,0.736232,0.525126,0.731299,0.751066,0.751738,0.737052,0.719921,0.736125,0.770716,0.754941,0.337815,0.740000,0.365196,0.244195,0.253226,0.488525,0.451639,0.545082,0.737475,0.510809,0.513267,0.766393,0.760602,0.574205,0.748749,0.728079,0.746310,0.738477,0.749761,0.726285,0.728846,0.218227,0.728062,0.745283,0.731801,0.739481,0.558742,0.740741,0.720238,0.717542,0.341700,0.722714,0.731343,0.749260,0.721619,0.539561,0.746785,0.740375,0.000000,0.466011,0.459503,0.749274,0.721680,0.726179,0.733734,0.755405,0.101449,0.236290,0.710760,0.671590,0.723240,0.727453,0.735883,0.740079,0.736473,0.724272,0.743590,0.738960,0.334408,0.538831,0.572989,0.098695,0.543515,0.537759,0.528571,0.722479,0.695425,0.727539,0.756010,0.519405,0.729620,0.744652,0.737813,0.733601,0.747004,0.759358,0.756684,0.751004,0.718085,0.724368,0.719041,0.720373,0.761434,0.722296,0.715651,0.737265,0.231511,0.705466,0.736948,0.748705,0.750330,0.755291,0.761408,0.743119,0.748362,0.757022,0.741342,0.725343,0.322874,0.715803,0.727273,0.736318,0.497129,0.684070,0.760929,0.733333,0.756428,0.745570,0.758760,0.735372,0.741809,0.755047,0.758760,0.749677,0.728859,0.724580,0.730618,0.737683,0.737052,0.731383,0.701571,0.729765,0.746289,0.724832,0.735648,0.723404,0.690000
YP_009054933,0.696552,0.361826,0.429156,0.745059,0.432570,0.645604,0.723671,0.428811,0.715551,0.739983,0.737835,0.725100,0.707101,0.732230,0.773956,0.718379,0.487395,0.736000,0.484029,0.485667,0.446355,0.242623,0.226230,0.513934,0.718437,0.447993,0.450249,0.763661,0.766074,0.552120,0.745746,0.707389,0.752768,0.733467,0.725883,0.707510,0.716346,0.434783,0.719383,0.743935,0.721264,0.726947,0.579093,0.724172,0.719246,0.724480,0.458640,0.714848,0.729353,0.741362,0.705824,0.544328,0.741840,0.741362,0.466011,0.000000,0.380016,0.727977,0.721680,0.719157,0.722723,0.736486,0.425880,0.437346,0.708786,0.591659,0.728062,0.728444,0.724954,0.738095,0.736473,0.721359,0.727811,0.716389,0.441441,0.369369,0.657398,0.423423,0.473549,0.526141,0.509244,0.716929,0.700654,0.721680,0.719952,0.461602,0.729620,0.735294,0.723320,0.717537,0.737683,0.733957,0.741979,0.698795,0.703457,0.731025,0.711052,0.721704,0.745365,0.700935,0.720430,0.733244,0.438165,0.700405,0.737952,0.712435,0.719947,0.753968,0.731421,0.730013,0.736566,0.740169,0.731602,0.720350,0.486375,0.738380,0.722278,0.724378,0.450369,0.701473,0.747268,0.725170,0.760487,0.750633,0.733154,0.730053,0.727392,0.749664,0.745283,0.734194,0.726174,0.719645,0.724047,0.725699,0.737052,0.727394,0.705497,0.706266,0.740891,0.742282,0.740988,0.732713,0.695000
AIQ80750,0.715271,0.486307,0.535223,0.756917,0.542833,0.643773,0.725604,0.458961,0.718504,0.737425,0.744786,0.728088,0.697239,0.727361,0.746581,0.733202,0.505042,0.741000,0.541667,0.540497,0.546774,0.426230,0.417213,0.527869,0.723447,0.535686,0.480929,0.751366,0.760602,0.621908,0.749750,0.717241,0.741697,0.740481,0.748806,0.711462,0.726923,0.532609,0.725169,0.735849,0.747126,0.740376,0.636448,0.729045,0.725198,0.731417,0.518219,0.718781,0.735323,0.753208,0.709773,0.546235,0.755687,0.743337,0.459503,0.380016,0.000000,0.743466,0.725586,0.718154,0.721722,0.759459,0.458132,0.477419,0.712734,0.669852,0.713597,0.731417,0.743169,0.740079,0.733467,0.726214,0.737673,0.729146,0.479452,0.104250,0.611718,0.492659,0.543515,0.569295,0.565546,0.709528,0.703268,0.719727,0.747596,0.521057,0.722826,0.735294,0.729908,0.720214,0.737683,0.739305,0.741979,0.730924,0.731383,0.731025,0.709720,0.707057,0.730532,0.734312,0.739546,0.741287,0.538585,0.701417,0.730924,0.731865,0.739762,0.743386,0.752282,0.740498,0.737877,0.727528,0.717532,0.711610,0.496284,0.723772,0.726274,0.730348,0.469237,0.689424,0.739071,0.727891,0.744249,0.745570,0.747978,0.698138,0.743119,0.746972,0.746631,0.753548,0.731544,0.720632,0.717477,0.723036,0.746348,0.715426,0.710733,0.725849,0.742240,0.740940,0.731642,0.728723,0.678333
YP_009052018,0.672906,0.744434,0.747338,0.648221,0.725073,0.742498,0.634076,0.755082,0.674213,0.694095,0.637537,0.659363,0.679487,0.668939,0.676670,0.639328,0.727009,0.674000,0.751210,0.729913,0.735721,0.744434,0.739593,0.751210,0.663327,0.747338,0.727009,0.680328,0.674419,0.703775,0.691692,0.675862,0.368829,0.681363,0.184898,0.669960,0.691191,0.742498,0.635044,0.667116,0.632139,0.663117,0.728945,0.669591,0.677579,0.664024,0.757018,0.677483,0.667662,0.642646,0.680158,0.728945,0.639960,0.643633,0.749274,0.727977,0.743466,0.000000,0.619141,0.662989,0.668669,0.675676,0.751210,0.749274,0.670286,0.727009,0.622459,0.666006,0.683446,0.682540,0.663327,0.639806,0.630178,0.674190,0.753146,0.743466,0.745780,0.751210,0.755082,0.757986,0.748306,0.633107,0.665359,0.655273,0.221154,0.757018,0.671196,0.653743,0.640316,0.630522,0.672437,0.659091,0.664439,0.659973,0.666223,0.668442,0.672437,0.664447,0.694685,0.663551,0.107527,0.662198,0.750242,0.636640,0.689759,0.641192,0.656539,0.657407,0.659713,0.631717,0.636959,0.639045,0.705628,0.657928,0.749274,0.666667,0.662338,0.673632,0.749274,0.653280,0.665301,0.658503,0.676590,0.689873,0.680593,0.667553,0.669725,0.668910,0.663073,0.660645,0.660403,0.673248,0.649146,0.671105,0.669323,0.666223,0.659686,0.672324,0.655870,0.665772,0.652870,0.658245,0.631667
YP_004940227,0.648276,0.738281,0.723633,0.565217,0.744141,0.711914,0.360352,0.742188,0.659449,0.509766,0.619662,0.677291,0.663708,0.657227,0.431641,0.550395,0.702148,0.647000,0.738281,0.727539,0.728516,0.729492,0.735352,0.729492,0.650301,0.729492,0.729492,0.699454,0.703146,0.715820,0.695696,0.647291,0.624023,0.671343,0.625977,0.648221,0.353516,0.720703,0.359375,0.644205,0.464844,0.506836,0.700195,0.653320,0.666667,0.663033,0.730469,0.671583,0.698507,0.560711,0.666338,0.702148,0.560831,0.561698,0.721680,0.721680,0.725586,0.619141,0.000000,0.667001,0.633634,0.666216,0.715820,0.719727,0.652517,0.712891,0.193359,0.666006,0.496094,0.659722,0.655311,0.528320,0.553254,0.647694,0.720703,0.717773,0.742800,0.718750,0.736328,0.736328,0.754883,0.482422,0.688889,0.139648,0.641827,0.742188,0.667120,0.677807,0.375494,0.349398,0.663116,0.655080,0.649733,0.659973,0.643617,0.655126,0.651132,0.645806,0.684796,0.650200,0.630824,0.663539,0.723633,0.511134,0.715863,0.492228,0.649934,0.650794,0.662321,0.483617,0.491481,0.525281,0.636364,0.641698,0.717773,0.661355,0.652348,0.687562,0.726562,0.609103,0.668033,0.661224,0.671177,0.700000,0.679245,0.659574,0.678899,0.663526,0.671159,0.674839,0.667114,0.650543,0.415243,0.655126,0.671979,0.656915,0.671466,0.669713,0.659919,0.668456,0.663551,0.652926,0.618333
YP_009041990,0.500502,0.705115,0.717151,0.653962,0.712136,0.718154,0.654965,0.733200,0.525577,0.713139,0.644935,0.364092,0.469408,0.498495,0.740221,0.661986,0.723170,0.442327,0.727182,0.721163,0.729188,0.709127,0.706118,0.725176,0.335005,0.723170,0.734203,0.489071,0.474692,0.673019,0.476429,0.495486,0.655968,0.474423,0.656971,0.462387,0.708124,0.724173,0.657974,0.343666,0.677031,0.650953,0.720160,0.341023,0.442327,0.458375,0.718154,0.443330,0.454363,0.664995,0.476429,0.703109,0.662989,0.657974,0.726179,0.719157,0.718154,0.662989,0.667001,0.000000,0.337011,0.512162,0.725176,0.721163,0.487462,0.716148,0.660983,0.457372,0.705115,0.451354,0.471414,0.698094,0.648947,0.507523,0.731194,0.716148,0.753260,0.728185,0.734203,0.726179,0.729188,0.701103,0.494118,0.663992,0.664663,0.722166,0.449728,0.338235,0.665349,0.661312,0.527297,0.536096,0.524064,0.531459,0.522606,0.524634,0.523302,0.531292,0.568603,0.527370,0.664277,0.513405,0.720160,0.709514,0.497992,0.667098,0.513871,0.533069,0.517601,0.699869,0.695937,0.678371,0.782468,0.334582,0.724173,0.498008,0.355065,0.458375,0.730191,0.440428,0.467213,0.361905,0.506089,0.487342,0.479784,0.481383,0.521625,0.475101,0.450135,0.536774,0.518121,0.480441,0.667543,0.527297,0.496680,0.480053,0.484293,0.485640,0.504723,0.481879,0.530040,0.503989,0.453333
YP_009044396,0.518519,0.713714,0.733734,0.665666,0.722723,0.720721,0.638639,0.731732,0.527528,0.674675,0.663664,0.402402,0.475475,0.496496,0.735736,0.662663,0.727728,0.455455,0.736737,0.735736,0.738739,0.713714,0.715716,0.729730,0.240481,0.731732,0.730731,0.506831,0.499316,0.689690,0.494494,0.517518,0.658659,0.487976,0.670671,0.455455,0.701702,0.731732,0.641642,0.250674,0.677678,0.651652,0.727728,0.095095,0.471471,0.462462,0.736737,0.471471,0.458458,0.661662,0.482482,0.699700,0.663664,0.663664,0.733734,0.722723,0.721722,0.668669,0.633634,0.337011,0.000000,0.510811,0.733734,0.726727,0.472472,0.716717,0.642643,0.462462,0.652653,0.455455,0.461924,0.662663,0.650651,0.511512,0.736737,0.719720,0.748749,0.729730,0.730731,0.716717,0.732733,0.702703,0.503268,0.635636,0.669471,0.731732,0.487772,0.377005,0.736495,0.641232,0.548602,0.550802,0.538770,0.554217,0.545213,0.551265,0.541944,0.552597,0.585909,0.548732,0.671446,0.516086,0.731732,0.710526,0.504016,0.683938,0.517834,0.552910,0.531943,0.705111,0.678899,0.669944,0.788961,0.255930,0.738739,0.486056,0.388388,0.461461,0.726727,0.445783,0.464481,0.409524,0.530447,0.525316,0.475741,0.482713,0.529489,0.473755,0.462264,0.536774,0.527517,0.465465,0.664915,0.549933,0.501992,0.484043,0.486911,0.511749,0.510121,0.512752,0.535381,0.514628,0.450000
AHH02047,0.545946,0.737838,0.752703,0.675676,0.732432,0.737838,0.681081,0.737838,0.539189,0.700000,0.660811,0.489189,0.456757,0.483784,0.713514,0.674324,0.755405,0.452703,0.718919,0.747297,0.747297,0.717568,0.724324,0.744595,0.518919,0.748649,0.755405,0.484973,0.481532,0.708108,0.490541,0.547297,0.674324,0.513514,0.660811,0.455405,0.666216,0.747297,0.672973,0.516216,0.695946,0.747297,0.728378,0.512162,0.483784,0.424324,0.716216,0.508108,0.397297,0.678378,0.462162,0.717568,0.682432,0.682432,0.755405,0.736486,0.759459,0.675676,0.666216,0.512162,0.510811,0.000000,0.758108,0.745946,0.460811,0.722973,0.678378,0.435135,0.731081,0.455405,0.422973,0.687838,0.659459,0.501351,0.758108,0.758108,0.752703,0.755405,0.735135,0.762162,0.758108,0.677027,0.497297,0.664865,0.660811,0.751351,0.468750,0.504054,0.668919,0.671622,0.551351,0.532432,0.525676,0.539189,0.543243,0.543243,0.548649,0.550000,0.543243,0.532432,0.674324,0.490541,0.747297,0.741892,0.513514,0.701351,0.487838,0.508108,0.487838,0.694595,0.689189,0.664326,0.695946,0.509459,0.754054,0.452703,0.504054,0.401351,0.752703,0.498649,0.450820,0.508844,0.184032,0.501351,0.416216,0.458108,0.493243,0.402703,0.464865,0.489189,0.522973,0.458108,0.740541,0.541892,0.468919,0.455405,0.477027,0.487838,0.522973,0.510811,0.514865,0.520270,0.411667
AHM96371,0.722167,0.488797,0.234818,0.753953,0.525869,0.567766,0.733333,0.533501,0.733268,0.744246,0.748759,0.731076,0.715976,0.740993,0.764895,0.755929,0.339496,0.740000,0.366830,0.248792,0.260484,0.458197,0.454918,0.511475,0.734469,0.482287,0.513267,0.762295,0.757866,0.571555,0.747748,0.726108,0.745387,0.736473,0.752627,0.722332,0.729808,0.227425,0.728062,0.745283,0.724138,0.740376,0.555042,0.738791,0.715278,0.725471,0.288259,0.718781,0.733333,0.753208,0.719645,0.538608,0.750742,0.751234,0.101449,0.425880,0.458132,0.751210,0.715820,0.725176,0.733734,0.758108,0.000000,0.236290,0.710760,0.602085,0.722276,0.731417,0.731330,0.737103,0.734469,0.729126,0.742604,0.722277,0.332796,0.523349,0.573982,0.073409,0.543515,0.541909,0.559664,0.715079,0.691503,0.722656,0.754808,0.520231,0.724185,0.743316,0.736495,0.733601,0.747004,0.754011,0.754011,0.751004,0.715426,0.743009,0.739015,0.743009,0.760198,0.743658,0.746714,0.750670,0.234300,0.701417,0.734940,0.731865,0.752972,0.759259,0.734029,0.737877,0.745740,0.750000,0.742424,0.725343,0.325351,0.742364,0.724276,0.733333,0.447908,0.688086,0.758197,0.730612,0.759134,0.744304,0.756065,0.732713,0.736566,0.755047,0.753369,0.749677,0.726174,0.721619,0.727989,0.736352,0.738380,0.732713,0.692408,0.729765,0.720648,0.724832,0.753004,0.720745,0.683333
YP_009011017,0.718227,0.480498,0.112551,0.754941,0.519932,0.573260,0.730435,0.530151,0.726378,0.756181,0.747766,0.725100,0.714990,0.734177,0.784677,0.750988,0.348739,0.726000,0.352124,0.067742,0.088710,0.465574,0.465574,0.545082,0.730461,0.487903,0.539801,0.756831,0.760602,0.568905,0.734735,0.719212,0.747232,0.733467,0.751671,0.710474,0.728846,0.045987,0.724204,0.735849,0.741379,0.743062,0.549491,0.730994,0.719246,0.729435,0.270445,0.718781,0.730348,0.743337,0.719645,0.586273,0.744807,0.743337,0.236290,0.437346,0.477419,0.749274,0.719727,0.721163,0.726727,0.745946,0.236290,0.000000,0.692991,0.667246,0.723240,0.725471,0.741348,0.734127,0.732465,0.722330,0.737673,0.734053,0.346774,0.495968,0.577954,0.236542,0.544369,0.501245,0.549580,0.727105,0.691503,0.728516,0.730769,0.538398,0.729620,0.740642,0.735178,0.732262,0.740346,0.740642,0.748663,0.741633,0.732713,0.735020,0.731025,0.733688,0.750309,0.735648,0.753883,0.734584,0.055645,0.710526,0.739960,0.739637,0.750330,0.742063,0.749674,0.747051,0.753604,0.741573,0.755411,0.720350,0.329480,0.734396,0.720280,0.730348,0.459393,0.690763,0.743169,0.722449,0.745602,0.721519,0.741240,0.727394,0.747051,0.751009,0.747978,0.747097,0.723490,0.698914,0.726675,0.731025,0.735724,0.723404,0.697644,0.727154,0.738192,0.734228,0.727637,0.731383,0.676667
AGY30688,0.499506,0.698914,0.687068,0.668972,0.693978,0.720632,0.639684,0.726555,0.538993,0.709773,0.666336,0.461155,0.337611,0.466930,0.679171,0.661067,0.713722,0.435000,0.730503,0.712734,0.716683,0.715696,0.719645,0.728529,0.470942,0.726555,0.713722,0.527322,0.465116,0.697927,0.498498,0.494571,0.672261,0.451904,0.656466,0.248024,0.644620,0.707799,0.649556,0.485175,0.686081,0.694965,0.719645,0.483712,0.426587,0.418236,0.706811,0.436328,0.416915,0.659427,0.339585,0.684107,0.660732,0.658440,0.710760,0.708786,0.712734,0.670286,0.652517,0.487462,0.472472,0.460811,0.710760,0.692991,0.000000,0.699901,0.648569,0.421209,0.654492,0.427579,0.416834,0.666338,0.638697,0.471866,0.712734,0.712734,0.751738,0.708786,0.728529,0.734452,0.724580,0.659427,0.433987,0.645607,0.665865,0.719645,0.411685,0.512032,0.646904,0.645248,0.525965,0.505348,0.512032,0.508701,0.517287,0.503329,0.500666,0.515313,0.556242,0.504673,0.663082,0.447721,0.693978,0.667004,0.452811,0.668394,0.474240,0.502646,0.486310,0.697248,0.689384,0.661517,0.717532,0.470662,0.716683,0.289509,0.459540,0.408955,0.708786,0.423025,0.459016,0.462585,0.468200,0.483544,0.421833,0.264628,0.466579,0.421265,0.432615,0.501935,0.484564,0.120434,0.739816,0.517976,0.341301,0.246011,0.426702,0.447781,0.493927,0.463087,0.489987,0.485372,0.148333
AHA93360,0.692611,0.609036,0.596003,0.739130,0.615986,0.606227,0.713043,0.605560,0.696850,0.787142,0.725919,0.697211,0.701183,0.713729,0.748914,0.726285,0.675065,0.697000,0.580365,0.676803,0.680278,0.623805,0.622068,0.609904,0.720441,0.662902,0.579496,0.718579,0.725034,0.515018,0.729730,0.690640,0.734317,0.708417,0.726839,0.709486,0.713462,0.583840,0.718419,0.703504,0.712644,0.703671,0.601295,0.724172,0.696429,0.698712,0.655083,0.697148,0.711443,0.745311,0.702863,0.612965,0.739862,0.743337,0.671590,0.591659,0.669852,0.727009,0.712891,0.716148,0.716717,0.722973,0.602085,0.667246,0.699901,0.000000,0.710704,0.698712,0.718579,0.723214,0.707415,0.702913,0.720907,0.717370,0.572546,0.646394,0.616683,0.668115,0.603823,0.635100,0.604692,0.718779,0.683660,0.707031,0.694712,0.637706,0.701087,0.693850,0.724638,0.756359,0.700399,0.699198,0.701872,0.693440,0.694149,0.693742,0.701731,0.697736,0.719407,0.702270,0.686977,0.717158,0.672459,0.696356,0.714859,0.715026,0.712021,0.723545,0.710561,0.710354,0.705111,0.720506,0.739177,0.690387,0.639444,0.674635,0.710290,0.713433,0.601216,0.662651,0.695355,0.688435,0.725304,0.707595,0.725067,0.698138,0.712975,0.713324,0.710243,0.726452,0.712752,0.705824,0.725361,0.695073,0.694555,0.698138,0.718586,0.695822,0.720648,0.710067,0.726302,0.708777,0.655000
YP_004940081,0.652217,0.729990,0.729026,0.565217,0.741562,0.718419,0.351691,0.741562,0.666339,0.514947,0.622642,0.655378,0.666667,0.653359,0.424301,0.552372,0.721311,0.655000,0.734812,0.726133,0.729990,0.731919,0.736741,0.741562,0.653307,0.733848,0.729990,0.698087,0.700410,0.716490,0.691692,0.656158,0.626808,0.678357,0.619094,0.666996,0.377049,0.721311,0.381871,0.652291,0.478303,0.502411,0.703954,0.653996,0.659722,0.659068,0.729026,0.657817,0.703483,0.563672,0.671273,0.697203,0.568744,0.563672,0.723240,0.728062,0.713597,0.622459,0.193359,0.660983,0.642643,0.678378,0.722276,0.723240,0.648569,0.710704,0.000000,0.667988,0.486017,0.663690,0.708417,0.525243,0.534517,0.712463,0.719383,0.714561,0.739821,0.721311,0.743491,0.741562,0.761813,0.479267,0.682353,0.171875,0.627404,0.747348,0.675272,0.736631,0.404480,0.345382,0.668442,0.663102,0.667112,0.666667,0.656915,0.665779,0.663116,0.664447,0.692213,0.654206,0.624851,0.670241,0.724204,0.497976,0.708835,0.503886,0.644650,0.657407,0.670143,0.491481,0.500655,0.516854,0.629870,0.651685,0.722276,0.658699,0.654346,0.697512,0.734812,0.622490,0.677596,0.663946,0.676590,0.691139,0.681941,0.652926,0.680210,0.675639,0.708895,0.673548,0.660403,0.650543,0.383706,0.668442,0.667995,0.660904,0.680628,0.669713,0.661269,0.660403,0.666222,0.652926,0.620000
NP_047983,0.506442,0.723489,0.731417,0.660059,0.702676,0.711596,0.713578,0.735382,0.532210,0.682854,0.663357,0.452191,0.418236,0.454906,0.695738,0.664024,0.721506,0.395000,0.734390,0.714569,0.733399,0.713578,0.718533,0.730426,0.457916,0.725471,0.714569,0.461749,0.465116,0.664024,0.492492,0.500496,0.677899,0.439880,0.658077,0.410307,0.670961,0.726462,0.667988,0.491914,0.712587,0.726462,0.710605,0.463826,0.440476,0.124876,0.723489,0.465808,0.404975,0.671952,0.410307,0.705649,0.671952,0.662042,0.727453,0.728444,0.731417,0.666006,0.666006,0.457372,0.462462,0.435135,0.731417,0.725471,0.421209,0.698712,0.667988,0.000000,0.718533,0.415675,0.380762,0.702676,0.655104,0.462834,0.722498,0.729435,0.745780,0.727453,0.717542,0.718533,0.731417,0.674926,0.440523,0.662042,0.661058,0.730426,0.415761,0.489305,0.683794,0.666667,0.529960,0.540107,0.520053,0.531459,0.521277,0.517976,0.515313,0.525965,0.566131,0.510013,0.667861,0.458445,0.730426,0.677126,0.463855,0.683938,0.459709,0.510582,0.470665,0.682831,0.682831,0.650281,0.794372,0.484395,0.726462,0.432935,0.446553,0.407960,0.714569,0.429719,0.389344,0.476190,0.449256,0.505063,0.413747,0.421543,0.474443,0.425303,0.424528,0.498065,0.488591,0.422200,0.675427,0.517976,0.409031,0.414894,0.429319,0.453003,0.479082,0.477852,0.499332,0.494681,0.380000
CCE57390,0.650246,0.733151,0.740437,0.586957,0.738616,0.711538,0.480193,0.744991,0.723425,0.417122,0.653426,0.658367,0.713018,0.716650,0.567395,0.657115,0.741348,0.679000,0.747723,0.735883,0.744991,0.719490,0.725865,0.736794,0.715431,0.742259,0.737705,0.703552,0.708618,0.734062,0.736737,0.650246,0.695572,0.694389,0.692455,0.714427,0.486538,0.735883,0.479267,0.656334,0.322797,0.505464,0.712303,0.717349,0.715278,0.725471,0.748634,0.653884,0.683582,0.579467,0.716683,0.755005,0.575668,0.585390,0.735883,0.724954,0.743169,0.683446,0.496094,0.705115,0.652653,0.731081,0.731330,0.741348,0.654492,0.718579,0.486017,0.718533,0.000000,0.682540,0.719439,0.534951,0.546351,0.716389,0.736794,0.737705,0.737835,0.733151,0.738616,0.745902,0.759563,0.490287,0.678431,0.487305,0.655048,0.745902,0.739130,0.719251,0.501976,0.465863,0.659121,0.727273,0.668449,0.662651,0.662234,0.657790,0.660453,0.663116,0.689740,0.666222,0.633214,0.660858,0.740437,0.487854,0.712851,0.379534,0.723910,0.660053,0.680574,0.327654,0.331586,0.530899,0.579004,0.650437,0.736794,0.661355,0.705295,0.730348,0.727687,0.686747,0.739071,0.646259,0.673884,0.688608,0.749326,0.656915,0.657929,0.671602,0.727763,0.691613,0.645638,0.703850,0.516426,0.657790,0.664011,0.730053,0.671466,0.733681,0.669366,0.735570,0.662216,0.671543,0.613333
AFM85236,0.504960,0.722222,0.731151,0.668651,0.716270,0.729167,0.716270,0.748016,0.526786,0.725198,0.676266,0.461155,0.421627,0.461310,0.703373,0.668651,0.732143,0.270000,0.741071,0.739087,0.742063,0.733135,0.732143,0.741071,0.449900,0.740079,0.731151,0.398907,0.383037,0.684524,0.399399,0.509921,0.680556,0.384770,0.677579,0.420635,0.664683,0.737103,0.664683,0.454178,0.709325,0.690476,0.730159,0.464286,0.298611,0.406746,0.727183,0.338294,0.393035,0.671627,0.428571,0.712302,0.667659,0.669643,0.740079,0.738095,0.740079,0.682540,0.659722,0.451354,0.455455,0.455405,0.737103,0.734127,0.427579,0.723214,0.663690,0.415675,0.682540,0.000000,0.397796,0.733135,0.660714,0.473214,0.736111,0.738095,0.758689,0.737103,0.732143,0.734127,0.736111,0.667659,0.427451,0.662698,0.671875,0.734127,0.384511,0.474599,0.669302,0.669344,0.536618,0.504011,0.509358,0.503347,0.530585,0.532623,0.529960,0.521971,0.569839,0.504673,0.679809,0.467828,0.737103,0.682186,0.398594,0.716321,0.453104,0.509259,0.477184,0.702490,0.706422,0.676966,0.787879,0.454432,0.737103,0.418327,0.457542,0.395025,0.737103,0.420348,0.404372,0.453061,0.466847,0.340506,0.393531,0.406915,0.466579,0.390310,0.305930,0.477419,0.471141,0.428571,0.674113,0.528628,0.418327,0.405585,0.433246,0.456919,0.468286,0.452349,0.495327,0.469415,0.361667
