species,QCH41361__MK643151.1,QCE20585__MH340498.1,QBO56618__MK543949.1,YP_009552708__MF998085,QAY29280__MH614323.1,AZU96659__MK182384.1,Q90054__undef,O71153__undef,Q90185__undef,P27454__undef,AIU96359__KF907321.1,AYH52678__MH550148.1,AXQ04869__MH188047.1,AXQ04865__MH188046.1,AXQ04862__MH188045.1,AXQ04855__MH188043.1,AXQ04852__MH188042.1,YP_009362129__FJ040397,NP_542609__AY033435,AXL93742__MF673888.1,YP_009310053__KU727766,YP_009256211__KX165268,YP_009134732__KP410261,YP_009021036__KF963252,YP_008766862__KC991097,YP_008658568__KF275669,YP_007003823__JX645046,YP_006589928__JX110122,YP_006576512__JX020762,YP_004678720__HQ613271,YP_004222723__GU452720,YP_003572961__AF218266,YP_002887625__FJ810126,YP_002854229__FJ360744,YP_002308470__FJ410797,YP_002265406__EU233812,YP_271915__DQ002873,YP_227600__AX344110,YP_164339__AY665654,NP_958099__AY461507,NP_899650__L32896,NP_874381__AY189948,NP_694838__AF375296,NP_694843__AY032882,NP_694834__AB042597,NP_051020__AF192260,AWV66983__MG693113.1,AWV66980__MG693112.1,AWV66978__MG693111.1,AWV66976__MG693110.1,AWV66973__MG693109.1,AWS20449__MF083940.1,P05840__undef,AWA28230__MG963176.1,AVM80379__MF094135.1,AOS51057__KT962050.1,ARI46485__KY548841.1,ARI46481__KY548840.1,ASU47551__KX774632.1,ASM93489__KY214444.1,ARV85915__KX145610.1,ARV85890__KX145609.1,ARV85889__KX145609.1,ARV85888__KX145609.1,ARV85887__KX145609.1,ARV85886__KX145609.1,AIQ82699__KM052275.1,AQN78650__KX648536.1,AQN78648__KX648535.1,APA19411__KX603698.1,ANG55949__KX035107.1,AAR11281__AY355306.1,ANN89695__KU373072.1,AND61496__KU215794.1,AAM28234__AY102034.1,ALS03998__KT316253.1,ALS03995__KT316252.1,ALS03992__KT316251.1,ALS03989__KT316250.1,ALS03986__KT316249.1,ALS03967__KT316259.1,ALS03963__KT316257.1,ALS03957__KT316255.1,ALS03954__KT316254.1,ALS03905__KT316245.1,ALS03902__KT316244.1,ALL74042__KT239104.1,ALK24441__KR492913.1,ALK24438__KR492912.1,ALK24429__KR492909.1,ALE60551__KP733862.1,ALE60548__KP733861.1,ALE60546__KP733860.1,ALE60543__KP733859.1,ALE60540__KP733858.1,ALE60537__KP733857.1,AKE98354__KM272863.1,AJD76763__KM593913.1,AJI02597__KM975734.1,AIT71975__KM576800.1,AIY34702__KM485614.1,AIJ28503__KJ830753.1,AIJ19291__KJ862253.1,ADB12609__GQ475529.1,AAM93906__AY124937.1,AAG10007__AF273215.1,AGW23423__KF214742.1,AGO32215__KF015280.1,AGO32210__KF015279.1,AGO32205__KF015278.1,AGO32190__KF015275.1,AFK91980__JQ894784.1,AFH02761__JN857346.1,AFC75858__JQ320376.1,AEV46269__JN377975.1,AFA36168__JN616415.1,ADK63426__GU371276.1,AAR15382__AY362548.1,AAR15379__AY362547.1,AAR11285__AY355307.1,ABU95011__EF579771.1,ABU94996__EF579766.1,ABU94990__EF579764.1,ABU94987__EF579763.1,ABU94984__EF579762.1,ABU94966__EF579756.1,ABR23509__EF633688.1,AAM28943__AY095351.2,ACS70953__FJ805445.1,AAP78907__AY310877.1,AAN41665__AY148187.1,AAT35223__AY605055.1,ACG50803__EU851411.1,ACV52075__GQ411199.1
ALS03957__KT316255.1,0.872038,0.874532,0.891344,0.893791,0.875862,0.819820,0.884404,0.878899,0.813814,0.822823,0.009009,0.813814,0.811594,0.819820,0.819820,0.878220,0.822823,0.902402,0.885886,0.829819,0.872420,0.870871,0.886010,0.878378,0.885870,0.878788,0.879061,0.887387,0.893393,0.885886,0.822823,0.004505,0.864964,0.821321,0.873484,0.821321,0.868739,0.876736,0.875375,0.877064,0.871324,0.871698,0.896396,0.896127,0.884384,0.875465,0.840611,0.853583,0.875375,0.875375,0.881107,0.900800,0.887912,0.893393,0.818318,0.042169,0.886792,0.883513,0.885274,0.861053,0.876736,0.891892,0.897898,0.902402,0.885860,0.897345,0.877876,0.876307,0.873016,0.819820,0.875000,0.006006,0.006006,0.032407,0.040541,0.010511,0.015015,0.018018,0.024024,0.022523,0.046547,0.040541,0.000000,0.016517,0.870242,0.868512,0.887387,0.868512,0.865052,0.866782,0.013514,0.006006,0.006006,0.009009,0.042042,0.039039,0.009009,0.171306,0.821321,0.885886,0.009524,0.006006,0.007508,0.033033,0.082583,0.009009,0.016517,0.876736,0.878472,0.873264,0.878472,0.877064,0.854651,0.870544,0.010511,0.074592,0.865052,0.006006,0.036036,0.037538,0.819820,0.819820,0.819820,0.819820,0.819820,0.819820,0.007508,0.818318,0.818318,0.813814,0.885886,0.813814,0.905405,0.085586
ALS03954__KT316254.1,0.870458,0.895131,0.895028,0.882353,0.875862,0.822823,0.884404,0.873394,0.812312,0.816817,0.019520,0.813814,0.811594,0.822823,0.822823,0.880562,0.825826,0.902402,0.885886,0.832831,0.868668,0.870871,0.886010,0.878378,0.894928,0.888889,0.870036,0.879880,0.891892,0.884384,0.813814,0.012012,0.866788,0.824324,0.870017,0.824324,0.867012,0.875000,0.870871,0.877064,0.869485,0.871698,0.897898,0.890845,0.885886,0.877323,0.842795,0.844237,0.875375,0.875375,0.881107,0.897600,0.894505,0.897898,0.821321,0.045181,0.886792,0.883513,0.881849,0.861053,0.875000,0.894895,0.897898,0.906907,0.880750,0.876106,0.877876,0.874564,0.888889,0.821321,0.869718,0.013514,0.013514,0.039352,0.042042,0.018018,0.022523,0.025526,0.031532,0.030030,0.048048,0.045045,0.016517,0.000000,0.870242,0.868512,0.888889,0.870242,0.865052,0.866782,0.024024,0.016517,0.016517,0.019520,0.043544,0.040541,0.016517,0.175589,0.824324,0.890390,0.015238,0.013514,0.015015,0.040541,0.087087,0.016517,0.027027,0.875000,0.876736,0.876736,0.873264,0.878899,0.857558,0.866792,0.018018,0.079254,0.865052,0.013514,0.039039,0.039039,0.822823,0.822823,0.822823,0.822823,0.822823,0.822823,0.015015,0.827327,0.821321,0.815315,0.890390,0.815315,0.899399,0.087087
ALS03905__KT316245.1,0.897924,0.883895,0.883978,0.910035,0.891954,0.878893,0.897248,0.899083,0.894464,0.878893,0.866782,0.896194,0.897924,0.882353,0.882353,0.911007,0.884083,0.873702,0.908304,0.896194,0.896811,0.892734,0.892734,0.904844,0.893116,0.892929,0.900722,0.899654,0.903114,0.897924,0.880623,0.868512,0.892336,0.884083,0.077990,0.887543,0.089965,0.885417,0.892734,0.899083,0.906250,0.883019,0.899654,0.882042,0.908304,0.894052,0.879913,0.862928,0.892734,0.892734,0.904844,0.882353,0.907692,0.903114,0.882353,0.870242,0.897924,0.892473,0.903114,0.880000,0.885417,0.885813,0.885813,0.885813,0.882353,0.883186,0.886726,0.902439,0.888889,0.878893,0.904930,0.868512,0.868512,0.900463,0.870242,0.868512,0.870242,0.868512,0.868512,0.870242,0.866782,0.866782,0.870242,0.870242,0.000000,0.088235,0.903114,0.022491,0.051903,0.051903,0.870242,0.868512,0.868512,0.868512,0.866782,0.870242,0.868512,0.905782,0.882353,0.894464,0.889524,0.868512,0.868512,0.870242,0.866782,0.865052,0.871972,0.885417,0.885417,0.885417,0.885417,0.904587,0.872093,0.898687,0.868512,0.857809,0.055363,0.868512,0.868512,0.870242,0.878893,0.878893,0.882353,0.878893,0.878893,0.878893,0.868512,0.880623,0.877163,0.892734,0.896194,0.894464,0.885813,0.871972
ALS03902__KT316244.1,0.896194,0.887640,0.885820,0.906574,0.898851,0.889273,0.891743,0.888073,0.889273,0.887543,0.866782,0.889273,0.892734,0.889273,0.889273,0.901639,0.889273,0.877163,0.903114,0.889273,0.885553,0.887543,0.889273,0.903114,0.891304,0.896970,0.889892,0.904844,0.904844,0.908304,0.889273,0.866782,0.870438,0.887543,0.081456,0.889273,0.072664,0.880208,0.894464,0.891743,0.895221,0.877358,0.906574,0.882042,0.901384,0.894052,0.879913,0.859813,0.908304,0.901384,0.899654,0.880623,0.894505,0.897924,0.885813,0.861592,0.897924,0.885305,0.904844,0.873684,0.880208,0.901384,0.903114,0.882353,0.884083,0.884956,0.890265,0.895470,0.897707,0.889273,0.897887,0.866782,0.868512,0.886574,0.863322,0.866782,0.866782,0.866782,0.865052,0.866782,0.856401,0.863322,0.868512,0.868512,0.088235,0.000000,0.887543,0.081315,0.076125,0.076125,0.868512,0.868512,0.868512,0.868512,0.863322,0.863322,0.866782,0.897216,0.894464,0.901384,0.887619,0.868512,0.866782,0.868512,0.866782,0.858131,0.870242,0.880208,0.880208,0.880208,0.881944,0.891743,0.875000,0.885553,0.868512,0.857809,0.081315,0.868512,0.861592,0.863322,0.889273,0.889273,0.891003,0.889273,0.889273,0.889273,0.866782,0.892734,0.889273,0.887543,0.891003,0.891003,0.887543,0.863322
ALL74042__KT239104.1,0.846761,0.822097,0.823204,0.818627,0.873563,0.901391,0.754128,0.755963,0.890704,0.885678,0.885886,0.896203,0.895330,0.897598,0.898241,0.814988,0.902010,0.701408,0.846154,0.902108,0.789869,0.804124,0.734024,0.843085,0.835145,0.838384,0.758123,0.836842,0.840637,0.814649,0.885678,0.885886,0.790146,0.885678,0.890815,0.896334,0.906736,0.840278,0.849032,0.754128,0.757353,0.792453,0.851262,0.816901,0.846154,0.750929,0.831878,0.479751,0.864382,0.867164,0.853420,0.553600,0.887912,0.839309,0.900517,0.873494,0.775300,0.734767,0.833904,0.808421,0.840278,0.842246,0.836538,0.834951,0.821124,0.814159,0.736283,0.843206,0.772487,0.895334,0.808099,0.885886,0.885886,0.879630,0.884384,0.878378,0.869369,0.869369,0.869369,0.869369,0.890625,0.873874,0.887387,0.888889,0.903114,0.887543,0.000000,0.899654,0.896194,0.897924,0.884384,0.867868,0.885886,0.885886,0.881381,0.881381,0.885886,0.888651,0.897598,0.850667,0.889524,0.885886,0.885886,0.885886,0.891892,0.893229,0.887387,0.840278,0.840278,0.840278,0.840278,0.761468,0.735465,0.784240,0.887387,0.871795,0.906574,0.885886,0.885886,0.884384,0.898862,0.896334,0.897598,0.898862,0.898862,0.898862,0.885886,0.899117,0.905183,0.892405,0.020057,0.896203,0.708451,0.903904
ALK24441__KR492913.1,0.901384,0.883895,0.880295,0.908304,0.889655,0.875433,0.895413,0.895413,0.892734,0.877163,0.866782,0.894464,0.891003,0.887543,0.880623,0.911007,0.894464,0.873702,0.903114,0.894464,0.894934,0.892734,0.894464,0.903114,0.894928,0.892929,0.900722,0.897924,0.910035,0.903114,0.877163,0.868512,0.910584,0.896194,0.081456,0.885813,0.083045,0.890625,0.891003,0.897248,0.909926,0.883019,0.899654,0.883803,0.903114,0.907063,0.877729,0.862928,0.896194,0.896194,0.889273,0.882353,0.894505,0.906574,0.882353,0.870242,0.897924,0.885305,0.913495,0.877895,0.885417,0.884083,0.901384,0.885813,0.884083,0.883186,0.888496,0.905923,0.888889,0.877163,0.897887,0.868512,0.868512,0.898148,0.870242,0.868512,0.870242,0.870242,0.870242,0.870242,0.870242,0.870242,0.868512,0.870242,0.022491,0.081315,0.899654,0.000000,0.048443,0.048443,0.870242,0.868512,0.868512,0.868512,0.870242,0.870242,0.868512,0.905782,0.882353,0.894464,0.887619,0.868512,0.868512,0.870242,0.866782,0.868512,0.871972,0.885417,0.890625,0.890625,0.885417,0.899083,0.883721,0.896811,0.866782,0.855478,0.051903,0.866782,0.871972,0.870242,0.877163,0.877163,0.878893,0.877163,0.877163,0.877163,0.868512,0.878893,0.875433,0.891003,0.906574,0.892734,0.885813,0.871972
ALK24438__KR492912.1,0.897924,0.880150,0.883978,0.901384,0.885057,0.875433,0.895413,0.900917,0.896194,0.880623,0.865052,0.892734,0.889273,0.884083,0.884083,0.911007,0.880623,0.870242,0.904844,0.892734,0.896811,0.885813,0.889273,0.904844,0.891304,0.892929,0.902527,0.897924,0.901384,0.889273,0.880623,0.865052,0.881387,0.885813,0.067591,0.880623,0.077855,0.883681,0.892734,0.897248,0.902574,0.883019,0.896194,0.876761,0.908304,0.907063,0.877729,0.862928,0.897924,0.897924,0.903114,0.885813,0.887912,0.901384,0.877163,0.868512,0.891003,0.897849,0.904844,0.875789,0.890625,0.884083,0.897924,0.878893,0.891003,0.877876,0.890265,0.909408,0.888889,0.878893,0.903169,0.865052,0.865052,0.888889,0.866782,0.863322,0.866782,0.866782,0.866782,0.866782,0.859862,0.868512,0.865052,0.865052,0.051903,0.076125,0.896194,0.048443,0.000000,0.006920,0.866782,0.865052,0.865052,0.866782,0.868512,0.868512,0.865052,0.905782,0.884083,0.894464,0.885714,0.865052,0.865052,0.866782,0.865052,0.863322,0.865052,0.890625,0.883681,0.890625,0.890625,0.904587,0.875000,0.896811,0.865052,0.855478,0.017301,0.865052,0.868512,0.868512,0.878893,0.878893,0.877163,0.878893,0.878893,0.885813,0.865052,0.880623,0.877163,0.889273,0.891003,0.889273,0.880623,0.866782
ALK24429__KR492909.1,0.896194,0.880150,0.885820,0.910035,0.889655,0.873702,0.897248,0.902752,0.882353,0.878893,0.866782,0.882353,0.892734,0.882353,0.882353,0.908665,0.878893,0.868512,0.910035,0.889273,0.896811,0.887543,0.889273,0.908304,0.887681,0.890909,0.902527,0.896194,0.901384,0.896194,0.878893,0.866782,0.881387,0.884083,0.071057,0.875433,0.079585,0.883681,0.894464,0.900917,0.904412,0.883019,0.899654,0.876761,0.910035,0.907063,0.884279,0.862928,0.897924,0.897924,0.903114,0.884083,0.901099,0.903114,0.873702,0.870242,0.894464,0.897849,0.904844,0.875789,0.883681,0.884083,0.882353,0.878893,0.877163,0.877876,0.892035,0.907666,0.890653,0.877163,0.904930,0.866782,0.866782,0.902778,0.868512,0.865052,0.868512,0.868512,0.868512,0.868512,0.861592,0.870242,0.866782,0.866782,0.051903,0.076125,0.897924,0.048443,0.006920,0.000000,0.868512,0.866782,0.866782,0.870242,0.870242,0.870242,0.865052,0.905782,0.882353,0.901384,0.885714,0.866782,0.866782,0.868512,0.866782,0.865052,0.866782,0.883681,0.883681,0.883681,0.883681,0.899083,0.880814,0.898687,0.866782,0.860140,0.017301,0.866782,0.870242,0.870242,0.877163,0.877163,0.878893,0.877163,0.877163,0.877163,0.866782,0.878893,0.875433,0.892734,0.892734,0.880623,0.866782,0.868512
ALE60551__KP733862.1,0.870458,0.893258,0.895028,0.879085,0.875862,0.813814,0.878899,0.860550,0.809309,0.816817,0.016517,0.809309,0.806763,0.813814,0.813814,0.875878,0.816817,0.881381,0.885886,0.825301,0.870544,0.869369,0.872193,0.881381,0.900362,0.882828,0.859206,0.881381,0.891892,0.891892,0.816817,0.012012,0.861314,0.815315,0.870017,0.815315,0.868739,0.871528,0.875375,0.864220,0.867647,0.871698,0.894895,0.894366,0.884384,0.875465,0.844978,0.841121,0.876877,0.876877,0.879479,0.900800,0.890110,0.893393,0.815315,0.049699,0.886792,0.885305,0.878425,0.858947,0.871528,0.891892,0.897898,0.897898,0.877342,0.895575,0.876106,0.874564,0.876543,0.815315,0.873239,0.013514,0.013514,0.041667,0.048048,0.018018,0.022523,0.025526,0.031532,0.030030,0.054054,0.048048,0.013514,0.024024,0.870242,0.868512,0.884384,0.870242,0.866782,0.868512,0.000000,0.013514,0.010511,0.016517,0.049550,0.046547,0.016517,0.179872,0.819820,0.884384,0.017143,0.013514,0.015015,0.040541,0.090090,0.016517,0.024024,0.871528,0.873264,0.878472,0.873264,0.875229,0.851744,0.868668,0.018018,0.074592,0.866782,0.013514,0.043544,0.045045,0.813814,0.813814,0.813814,0.813814,0.813814,0.813814,0.015015,0.815315,0.812312,0.809309,0.885886,0.806306,0.885886,0.093093
ALE60548__KP733861.1,0.870458,0.893258,0.896869,0.893791,0.875862,0.818318,0.877064,0.877064,0.812312,0.821321,0.009009,0.812312,0.809984,0.818318,0.818318,0.878220,0.821321,0.881381,0.884384,0.828313,0.870544,0.869369,0.868739,0.876877,0.893116,0.888889,0.877256,0.884384,0.891892,0.884384,0.821321,0.004505,0.866788,0.819820,0.871750,0.819820,0.868739,0.875000,0.873874,0.873394,0.867647,0.869811,0.896396,0.894366,0.882883,0.873606,0.838428,0.841121,0.875375,0.875375,0.877850,0.900800,0.887912,0.894895,0.816817,0.040663,0.885077,0.869176,0.878425,0.858947,0.869792,0.891892,0.900901,0.903904,0.880750,0.895575,0.876106,0.876307,0.871252,0.818318,0.873239,0.006006,0.006006,0.030093,0.039039,0.009009,0.013514,0.016517,0.022523,0.021021,0.045045,0.039039,0.006006,0.016517,0.868512,0.868512,0.867868,0.868512,0.865052,0.866782,0.013514,0.000000,0.006006,0.009009,0.040541,0.037538,0.009009,0.169165,0.818318,0.887387,0.009524,0.006006,0.007508,0.031532,0.081081,0.009009,0.016517,0.871528,0.876736,0.876736,0.871528,0.875229,0.857558,0.868668,0.010511,0.072261,0.863322,0.006006,0.034535,0.036036,0.818318,0.818318,0.818318,0.818318,0.818318,0.818318,0.007508,0.816817,0.816817,0.812312,0.887387,0.813814,0.905405,0.084084
ALE60546__KP733860.1,0.870458,0.874532,0.896869,0.875817,0.875862,0.819820,0.875229,0.862385,0.812312,0.821321,0.009009,0.812312,0.809984,0.819820,0.819820,0.878220,0.822823,0.902402,0.884384,0.829819,0.870544,0.869369,0.868739,0.876877,0.891304,0.878788,0.877256,0.885886,0.891892,0.884384,0.822823,0.004505,0.863139,0.821321,0.871750,0.821321,0.868739,0.871528,0.869369,0.875229,0.867647,0.871698,0.894895,0.894366,0.882883,0.873606,0.838428,0.841121,0.875375,0.875375,0.879479,0.876800,0.890110,0.894895,0.816817,0.042169,0.886792,0.883513,0.885274,0.858947,0.871528,0.893393,0.899399,0.903904,0.877342,0.897345,0.876106,0.874564,0.871252,0.818318,0.873239,0.006006,0.006006,0.032407,0.040541,0.010511,0.015015,0.018018,0.024024,0.022523,0.046547,0.040541,0.006006,0.016517,0.868512,0.868512,0.885886,0.868512,0.865052,0.866782,0.010511,0.006006,0.000000,0.009009,0.042042,0.039039,0.009009,0.171306,0.819820,0.887387,0.007619,0.006006,0.007508,0.033033,0.082583,0.009009,0.013514,0.873264,0.875000,0.876736,0.876736,0.875229,0.851744,0.868668,0.010511,0.069930,0.865052,0.006006,0.036036,0.037538,0.819820,0.819820,0.819820,0.819820,0.819820,0.819820,0.007508,0.818318,0.818318,0.812312,0.884384,0.812312,0.905405,0.085586
ALE60543__KP733859.1,0.870458,0.870787,0.898711,0.875817,0.875862,0.818318,0.880734,0.860550,0.812312,0.821321,0.012012,0.812312,0.809984,0.818318,0.818318,0.878220,0.819820,0.909910,0.884384,0.828313,0.870544,0.870871,0.870466,0.876877,0.893116,0.878788,0.880866,0.885886,0.891892,0.884384,0.821321,0.007508,0.861314,0.818318,0.871750,0.819820,0.868739,0.875000,0.873874,0.873394,0.865809,0.869811,0.896396,0.897887,0.882883,0.871747,0.838428,0.850467,0.875375,0.875375,0.881107,0.899200,0.881319,0.893393,0.818318,0.045181,0.885077,0.883513,0.885274,0.858947,0.871528,0.891892,0.900901,0.900901,0.879046,0.881416,0.877876,0.874564,0.869489,0.818318,0.871479,0.009009,0.009009,0.037037,0.043544,0.013514,0.018018,0.021021,0.027027,0.025526,0.049550,0.043544,0.009009,0.019520,0.868512,0.868512,0.885886,0.868512,0.866782,0.870242,0.016517,0.009009,0.009009,0.000000,0.045045,0.042042,0.012012,0.175589,0.821321,0.885886,0.011429,0.009009,0.010511,0.036036,0.085586,0.012012,0.019520,0.871528,0.873264,0.873264,0.876736,0.873394,0.851744,0.868668,0.013514,0.074592,0.865052,0.009009,0.039039,0.040541,0.818318,0.818318,0.819820,0.818318,0.818318,0.818318,0.010511,0.816817,0.816817,0.812312,0.882883,0.812312,0.906907,0.085586
ALE60540__KP733858.1,0.875197,0.872659,0.878453,0.892157,0.880460,0.813814,0.882569,0.871560,0.804805,0.807808,0.045045,0.810811,0.808374,0.815315,0.815315,0.875878,0.818318,0.884384,0.885886,0.823795,0.868668,0.866366,0.867012,0.876877,0.894928,0.878788,0.877256,0.872372,0.881381,0.884384,0.807808,0.037538,0.866788,0.815315,0.864818,0.815315,0.868739,0.875000,0.879880,0.871560,0.867647,0.869811,0.884384,0.892606,0.884384,0.871747,0.838428,0.844237,0.873874,0.873874,0.877850,0.880000,0.890110,0.893393,0.815315,0.007530,0.885077,0.860215,0.881849,0.858947,0.875000,0.893393,0.894895,0.903904,0.880750,0.892035,0.876106,0.872822,0.873016,0.816817,0.878521,0.039039,0.039039,0.043981,0.004505,0.037538,0.034535,0.027027,0.030030,0.025526,0.010511,0.004505,0.042042,0.043544,0.866782,0.863322,0.881381,0.870242,0.868512,0.870242,0.049550,0.040541,0.042042,0.045045,0.000000,0.003003,0.042042,0.188437,0.815315,0.887387,0.049524,0.039039,0.037538,0.040541,0.085586,0.037538,0.052553,0.875000,0.876736,0.876736,0.876736,0.873394,0.848837,0.868668,0.043544,0.062937,0.866782,0.039039,0.013514,0.004505,0.813814,0.813814,0.813814,0.813814,0.813814,0.813814,0.040541,0.815315,0.812312,0.812312,0.896396,0.806306,0.900901,0.052553
ALE60537__KP733857.1,0.873618,0.872659,0.878453,0.892157,0.880460,0.815315,0.882569,0.871560,0.804805,0.809309,0.042042,0.810811,0.808374,0.816817,0.816817,0.875878,0.819820,0.885886,0.885886,0.825301,0.870544,0.864865,0.868739,0.876877,0.894928,0.880808,0.880866,0.872372,0.881381,0.884384,0.809309,0.034535,0.868613,0.816817,0.866551,0.816817,0.868739,0.875000,0.879880,0.873394,0.871324,0.871698,0.884384,0.892606,0.884384,0.871747,0.836245,0.841121,0.873874,0.873874,0.877850,0.880000,0.887912,0.893393,0.818318,0.004518,0.883362,0.858423,0.880137,0.858947,0.871528,0.891892,0.894895,0.903904,0.880750,0.892035,0.876106,0.874564,0.873016,0.816817,0.878521,0.036036,0.036036,0.039352,0.001502,0.034535,0.031532,0.027027,0.027027,0.022523,0.007508,0.004505,0.039039,0.040541,0.870242,0.863322,0.881381,0.870242,0.868512,0.870242,0.046547,0.037538,0.039039,0.042042,0.003003,0.000000,0.039039,0.186296,0.815315,0.887387,0.045714,0.036036,0.034535,0.037538,0.084084,0.034535,0.049550,0.871528,0.873264,0.869792,0.869792,0.873394,0.848837,0.868668,0.040541,0.062937,0.866782,0.036036,0.010511,0.001502,0.815315,0.815315,0.815315,0.815315,0.815315,0.815315,0.037538,0.813814,0.813814,0.812312,0.887387,0.806306,0.902402,0.049550
AKE98354__KM272863.1,0.870458,0.872659,0.898711,0.892157,0.875862,0.816817,0.880734,0.867890,0.810811,0.819820,0.012012,0.810811,0.809984,0.816817,0.816817,0.878220,0.819820,0.884384,0.882883,0.826807,0.870544,0.869369,0.870466,0.878378,0.898551,0.888889,0.877256,0.885886,0.891892,0.885886,0.819820,0.004505,0.863139,0.818318,0.870017,0.818318,0.872193,0.871528,0.875375,0.873394,0.865809,0.871698,0.894895,0.894366,0.882883,0.871747,0.840611,0.841121,0.873874,0.873874,0.879479,0.900800,0.887912,0.894895,0.810811,0.042169,0.886792,0.885305,0.876712,0.858947,0.871528,0.891892,0.899399,0.903904,0.879046,0.895575,0.892035,0.869338,0.878307,0.816817,0.873239,0.006006,0.006006,0.032407,0.040541,0.010511,0.015015,0.018018,0.024024,0.022523,0.046547,0.040541,0.009009,0.016517,0.868512,0.866782,0.885886,0.868512,0.865052,0.865052,0.016517,0.009009,0.009009,0.012012,0.042042,0.039039,0.000000,0.171306,0.818318,0.887387,0.007619,0.006006,0.007508,0.033033,0.082583,0.009009,0.019520,0.871528,0.873264,0.873264,0.873264,0.871560,0.854651,0.868668,0.010511,0.069930,0.863322,0.006006,0.036036,0.037538,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.007508,0.818318,0.815315,0.810811,0.885886,0.810811,0.902402,0.085586
AJD76763__KM593913.1,0.897216,0.901499,0.882227,0.880086,0.889655,0.843683,0.884368,0.880086,0.841542,0.845824,0.173448,0.841542,0.869379,0.843683,0.843683,0.887588,0.841542,0.888651,0.888651,0.858672,0.895075,0.886510,0.882227,0.888651,0.890792,0.888651,0.895075,0.892934,0.892934,0.890792,0.843683,0.167024,0.899358,0.843683,0.901499,0.847966,0.899358,0.895075,0.884368,0.888651,0.875803,0.899358,0.888651,0.884368,0.884368,0.910064,0.901747,0.900312,0.888651,0.888651,0.888651,0.886510,0.894505,0.895075,0.854390,0.194861,0.884368,0.897216,0.890792,0.901499,0.895075,0.890792,0.884368,0.884368,0.884368,0.884368,0.886510,0.888651,0.890792,0.843683,0.897216,0.169165,0.169165,0.136574,0.188437,0.162741,0.167024,0.175589,0.179872,0.173448,0.197002,0.192719,0.171306,0.175589,0.905782,0.897216,0.888651,0.905782,0.905782,0.905782,0.179872,0.169165,0.171306,0.175589,0.188437,0.186296,0.171306,0.000000,0.839400,0.890792,0.171306,0.167024,0.169165,0.179872,0.177730,0.169165,0.182013,0.895075,0.895075,0.895075,0.892934,0.882227,0.901163,0.888651,0.171306,0.601399,0.901499,0.167024,0.182013,0.184154,0.843683,0.839400,0.845824,0.845824,0.845824,0.845824,0.171306,0.841542,0.845824,0.839400,0.895075,0.847966,0.886510,0.192719
AJI02597__KM975734.1,0.875197,0.868914,0.872928,0.874183,0.894253,0.164349,0.893578,0.891743,0.236410,0.175727,0.815315,0.234177,0.185185,0.163085,0.163085,0.896956,0.185841,0.877465,0.897878,0.143072,0.883677,0.882180,0.880829,0.894947,0.882246,0.880808,0.895307,0.896053,0.884462,0.887892,0.168142,0.818318,0.864964,0.173198,0.889081,0.166877,0.887737,0.901042,0.896774,0.893578,0.880515,0.873585,0.893758,0.885563,0.897878,0.888476,0.860262,0.862928,0.897168,0.897015,0.876221,0.884800,0.883516,0.897742,0.444444,0.817771,0.890223,0.879928,0.881849,0.865263,0.899306,0.905080,0.903846,0.895978,0.889267,0.890265,0.890265,0.895470,0.878307,0.160556,0.867958,0.818318,0.818318,0.840278,0.815315,0.816817,0.816817,0.815315,0.816817,0.815315,0.830729,0.815315,0.821321,0.824324,0.882353,0.894464,0.897598,0.882353,0.884083,0.882353,0.819820,0.818318,0.819820,0.821321,0.815315,0.815315,0.818318,0.839400,0.000000,0.886667,0.826667,0.818318,0.815315,0.816817,0.816817,0.828125,0.818318,0.899306,0.901042,0.897569,0.897569,0.893578,0.857558,0.885553,0.816817,0.773893,0.884083,0.818318,0.815315,0.815315,0.164349,0.168142,0.175727,0.166877,0.165613,0.161820,0.819820,0.164349,0.166877,0.232911,0.893983,0.234177,0.876056,0.807808
AIT71975__KM576800.1,0.845182,0.816479,0.808471,0.805556,0.855172,0.885333,0.803670,0.809174,0.878667,0.885333,0.887387,0.882667,0.895330,0.896000,0.880000,0.805621,0.881333,0.828169,0.224000,0.893072,0.774859,0.799705,0.796200,0.154667,0.826087,0.822222,0.806859,0.258667,0.161333,0.717489,0.881333,0.887387,0.815693,0.884000,0.897747,0.884000,0.899827,0.848958,0.644000,0.811009,0.808824,0.786792,0.158667,0.832746,0.224000,0.793680,0.827511,0.753894,0.885246,0.885075,0.881107,0.840000,0.753846,0.181333,0.885333,0.887048,0.801029,0.810036,0.832192,0.804211,0.848958,0.860963,0.861264,0.859917,0.838160,0.831858,0.805310,0.836237,0.823633,0.877333,0.779930,0.887387,0.887387,0.884259,0.887387,0.885886,0.885886,0.890390,0.888889,0.887387,0.897333,0.887387,0.885886,0.890390,0.894464,0.901384,0.850667,0.894464,0.894464,0.901384,0.884384,0.887387,0.887387,0.885886,0.887387,0.887387,0.887387,0.890792,0.886667,0.000000,0.881905,0.887387,0.887387,0.888889,0.888889,0.894667,0.885886,0.848958,0.848958,0.848958,0.850694,0.818349,0.781977,0.774859,0.885886,0.871795,0.892734,0.887387,0.887387,0.887387,0.884000,0.884000,0.882667,0.882667,0.884000,0.884000,0.887387,0.892000,0.897333,0.884000,0.849570,0.881333,0.823944,0.890390
