species,ASM93495__KY214448.1,YP_009389289__KY640438,AIF74245__KJ641683.1,AIF74237__KJ641680.1,AIF74198__KJ641663.1,ASC49417__KY640455.1,ASC49334__KY640430.1,ASC49322__KY640427.1,YP_009315890__KU321655,AOX47681__KU321654.1,ARO85894__KY680280.1,YP_009361877__KX981923,APC23176__KT961665.1,APC23164__KT961659.1,ARF02873__KY679174.1,AQX45759__KX343069.1,AQR59123__KX133426.1,AQS80393__KX981980.1,AQS80381__KX981976.1,AQS80297__KX981922.1,AQS80292__KX981921.1,AQN78781__KX685945.1,ALT55209__KU295526.1,ALT55208__KU295525.1,ALT55206__KU295523.1,ALT55196__KU295513.1,YP_009315908__KT878839,YP_009315886__KT878837,AOT82271__KU745628.1,BAS32608__AB982223.1,AOL02446__KX583629.1,YP_009272913__KU950356,AOE23875__KX384823.1,ANY57893__KX272741.1,AEF33726__JF512473.1,ADN44566__GQ869543.1,ADN44563__GQ869542.1,ALA40028__KT329428.1,YP_009259490__KU172421,YP_009186840__KT716186,YP_009241376__LC085675,BAU69595__LC085666.1,BAU88511__LC148407.1,AGF85783__KC580640.1,AAF61213__AF221123.1,AAB95451__AF028705.1,AKI82155__KR261072.1,ADI60252__HM053693.2,YP_009229908__KT592508,AME15917__KT878967.1,AME15905__KT878961.1,AME15895__KT878959.1,YP_009227290__KT454512,YP_009215301__KP729195,ALR74754__KT965075.1,AKG54800__KP281720.1,AIW53333__KM254174.1,BAR72999__LC011425.1,YP_009130650__AB937988,BAR42282__LC011438.1,YP_009154712__KP733794,AID57413__KJ396347.1,AII82250__KM017744.1,AIT18928__KJ495710.1,AIC77176__KJ631100.1,AES86015__JN648103.1,AEI99166__HQ291308.1,ADM26648__HQ113143.1,YP_002916059__FJ973561,ACJ38931__FJ170278.1,YP_009010974__KF360033,AHK26987__KF025386.1,AHK26969__KF025380.1,AHA86835__KF373759.1,AGS15085__KF206166.1,AGS15081__KF206165.1,AGS15077__KF206164.1,AGS15053__KF206158.1,AGS15039__KF206154.1,AGL09957__KC339251.1,AGL09956__KC339250.1,AFV48069__JX627576.1,AFK85003__JQ814850.1,AFR53039__JQ923422.1,YP_005097851__JQ037754,ADB55714__GU269892.1,AFH96872__JQ692585.1,AFM30852__JQ177083.1,AFD01617__JN798211.1,AFD01602__JN798204.1,ABV71710__EU175872.1,AAA66612__M20036.1,AEX38011__JQ037753.1,AEX30511__JN831651.1,AEQ76796__JF504699.1,AEP95278__JN202450.1,AEO37417__JF429834.1,AEM37643__JN420372.1,AEM37606__JN420365.1,AEM37593__JN420361.1,ACT09660__GQ200736.1,ADP36995__HQ223038.1,AAD13755__AF085716.1,ADD17085__GU226971.1,ADF32027__GU938300.1,ADK34009__HM145750.1,AAR26464__AY388617.1,AAR07954__AY349010.1,AAC40229__U44978.1,AAA83224__U22967.1,AAA74973__U26342.1,AAC03775__AF043303.1,ADB20207__GQ387499.1,ADD22705__GU214704.1,ACD37375__EU659111.1,ABY67706__EU200677.1,ABY67682__EU200669.1,AAO32086__AY186198.1,AAN03856__AF513852.1,AAL09673__AF406967.1,AAL09671__AF406966.1,AAL55416__AY064475.1,AAF61212__AF221122.1,ACH81927__EU918736.1,ACL31580__FJ214110.1,ABI16638__DQ813647.1,ABC69727__DQ335247.1,CAA66227__X97629.1,CAA25689__X01457.1,AIZ50117__KP120516.1,AIE58040__KM035804.1,AGW95844__KC876004.1,AAC40694__AF036710.1
AFK85003__JQ814850.1,0.677778,0.656944,0.806517,0.623960,0.826620,0.661111,0.654779,0.668056,0.676389,0.680556,0.839314,0.843994,0.624037,0.839827,0.792663,0.635945,0.814121,0.836193,0.834633,0.829953,0.840874,0.830046,0.828393,0.831513,0.837754,0.842434,0.816807,0.841538,0.813644,0.826152,0.808642,0.648611,0.835347,0.888379,0.649175,0.842767,0.933962,0.826833,0.705556,0.815217,0.814642,0.770073,0.636111,0.655556,0.831845,0.812500,0.762755,0.630156,0.629167,0.833333,0.834633,0.836193,0.651389,0.682451,0.811475,0.655556,0.881129,0.813205,0.805947,0.814458,0.789381,0.839314,0.630556,0.816000,0.822047,0.625000,0.637795,0.841629,0.647222,0.596875,0.649175,0.646177,0.666667,0.835329,0.659670,0.638691,0.642857,0.679167,0.674095,0.661111,0.659722,0.821053,0.000000,0.643056,0.825600,0.837754,0.644444,0.847484,0.838855,0.885370,0.858220,0.828814,0.845376,0.649175,0.838415,0.829921,0.638681,0.803333,0.654167,0.666667,0.828411,0.638365,0.809836,0.797716,0.848306,0.636111,0.808197,0.786477,0.820242,0.795853,0.839884,0.816425,0.827759,0.812680,0.824850,0.836478,0.837423,0.818731,0.814400,0.826421,0.821229,0.810730,0.856515,0.600605,0.643056,0.803543,0.712500,0.833871,0.815476,0.814433,0.822785,0.798732,0.816692
AFR53039__JQ923422.1,0.664533,0.673496,0.782077,0.610649,0.821366,0.674776,0.647646,0.672215,0.643148,0.667093,0.840874,0.836193,0.576271,0.819625,0.795853,0.614439,0.805476,0.833073,0.831513,0.839314,0.839314,0.840668,0.825273,0.847114,0.840874,0.834633,0.830252,0.833846,0.808652,0.833581,0.805556,0.651729,0.833837,0.908257,0.650675,0.827044,0.921384,0.837754,0.668374,0.818323,0.831776,0.770073,0.629962,0.634961,0.827381,0.818910,0.780612,0.644381,0.645327,0.831502,0.836193,0.834633,0.641161,0.657382,0.822951,0.621728,0.863299,0.824477,0.826291,0.797590,0.784071,0.839314,0.642766,0.825600,0.825197,0.587963,0.623622,0.822021,0.255155,0.217188,0.646177,0.647676,0.678617,0.817365,0.667166,0.647226,0.653274,0.681178,0.678273,0.632522,0.638327,0.828571,0.643056,0.000000,0.812800,0.833073,0.632522,0.819182,0.826807,0.870287,0.841629,0.832203,0.836705,0.656672,0.832317,0.842520,0.652174,0.800000,0.617157,0.631242,0.814346,0.606918,0.804918,0.810767,0.839470,0.115237,0.804918,0.798932,0.800604,0.799043,0.828239,0.814815,0.819398,0.804035,0.814371,0.817610,0.834356,0.809668,0.817600,0.811060,0.813780,0.810730,0.828697,0.114977,0.633075,0.805153,0.679898,0.840323,0.813988,0.800687,0.828210,0.789223,0.821162
YP_005097851__JQ037754,0.820800,0.801600,0.769857,0.811980,0.835377,0.798400,0.812800,0.816000,0.804800,0.806400,0.860800,0.851200,0.827200,0.763200,0.740800,0.817600,0.806400,0.844800,0.849600,0.856000,0.857600,0.819200,0.851200,0.849600,0.848000,0.848000,0.853782,0.753600,0.747088,0.819200,0.755200,0.806400,0.736000,0.875200,0.814400,0.788800,0.888000,0.852800,0.790400,0.814400,0.816000,0.777372,0.806400,0.804800,0.771200,0.751603,0.765306,0.808000,0.804800,0.844322,0.848000,0.849600,0.811200,0.814400,0.813115,0.816000,0.872000,0.816425,0.817600,0.821687,0.738053,0.849600,0.796800,0.812800,0.832000,0.833600,0.835200,0.760000,0.801600,0.822400,0.824000,0.825600,0.800000,0.748800,0.824000,0.809600,0.811200,0.811200,0.830400,0.804800,0.808000,0.801600,0.825600,0.812800,0.000000,0.846400,0.812800,0.768000,0.756800,0.816000,0.796800,0.850847,0.755200,0.824000,0.756800,0.857600,0.819200,0.740000,0.809600,0.817600,0.742400,0.832000,0.740984,0.732463,0.744000,0.806400,0.745902,0.745552,0.801600,0.742400,0.769600,0.747182,0.742475,0.809600,0.822400,0.748800,0.758400,0.734400,0.747200,0.745600,0.774674,0.787200,0.782400,0.822400,0.817600,0.735910,0.788800,0.856452,0.816000,0.733677,0.784810,0.812800,0.811200
ADB55714__GU269892.1,0.829953,0.834633,0.792261,0.853577,0.548161,0.833073,0.833073,0.828393,0.850234,0.847114,0.149766,0.204368,0.845554,0.865835,0.845295,0.837754,0.850234,0.138846,0.149766,0.201248,0.213729,0.817473,0.179407,0.131045,0.115445,0.149766,0.265546,0.859594,0.843594,0.804992,0.854914,0.833073,0.865835,0.907956,0.837754,0.855346,0.941824,0.160686,0.836193,0.811232,0.794072,0.729927,0.826833,0.840874,0.859594,0.839744,0.793367,0.834633,0.826833,0.109890,0.132605,0.146646,0.834633,0.867395,0.808197,0.839314,0.903276,0.824477,0.813772,0.792771,0.833628,0.280811,0.833073,0.827200,0.814173,0.837754,0.839370,0.861154,0.828393,0.835938,0.853354,0.850234,0.847114,0.861154,0.839314,0.837754,0.847114,0.842434,0.839314,0.826833,0.845554,0.817473,0.837754,0.833073,0.846400,0.000000,0.842434,0.871069,0.868955,0.898596,0.875195,0.128814,0.861154,0.839314,0.850234,0.357480,0.834633,0.835000,0.837754,0.843994,0.850234,0.839623,0.840984,0.833605,0.853354,0.839314,0.844262,0.839858,0.806552,0.848485,0.853354,0.850242,0.849498,0.851794,0.823713,0.861635,0.856474,0.854914,0.838400,0.861154,0.849162,0.851794,0.875195,0.840874,0.837754,0.851852,0.845554,0.174194,0.814353,0.826460,0.848101,0.838352,0.820593
AFH96872__JQ692585.1,0.649254,0.718905,0.790224,0.535774,0.837128,0.696517,0.649073,0.683019,0.603799,0.625622,0.836193,0.853354,0.536210,0.823954,0.811802,0.563748,0.796830,0.847114,0.842434,0.845554,0.848674,0.839150,0.842434,0.850234,0.843994,0.837754,0.833613,0.829231,0.815308,0.829123,0.813272,0.567164,0.821752,0.863914,0.635682,0.833333,0.926101,0.842434,0.725124,0.830745,0.827103,0.762774,0.329987,0.583548,0.830357,0.799679,0.775510,0.571835,0.579214,0.831502,0.843994,0.843994,0.647757,0.646240,0.811475,0.524869,0.854383,0.821256,0.829421,0.814458,0.803540,0.840874,0.244975,0.816000,0.823622,0.458333,0.581102,0.837104,0.640464,0.606250,0.634183,0.629685,0.674129,0.814371,0.649175,0.570413,0.641369,0.682441,0.660167,0.599251,0.566802,0.833083,0.644444,0.632522,0.812800,0.842434,0.000000,0.820755,0.838855,0.882353,0.843137,0.840678,0.830925,0.629685,0.832317,0.847244,0.638681,0.798333,0.529925,0.522068,0.815752,0.588050,0.809836,0.805873,0.821797,0.672886,0.800000,0.786477,0.821752,0.821372,0.826783,0.809984,0.814381,0.802594,0.818862,0.822327,0.825153,0.812689,0.804800,0.812596,0.810056,0.800298,0.828697,0.596067,0.531008,0.805153,0.720149,0.848387,0.824405,0.814433,0.820976,0.792393,0.816692
AFM30852__JQ177083.1,0.839623,0.828616,0.806517,0.841930,0.849387,0.831761,0.831761,0.830189,0.814465,0.820755,0.866352,0.858491,0.853774,0.797170,0.757576,0.847484,0.822327,0.856918,0.856918,0.871069,0.861635,0.839623,0.860063,0.860063,0.864780,0.864780,0.860504,0.411950,0.788686,0.839623,0.761006,0.836478,0.795597,0.882075,0.825472,0.204403,0.496855,0.864780,0.828616,0.845912,0.845912,0.813869,0.827044,0.839623,0.803459,0.772436,0.811224,0.823899,0.834906,0.866300,0.864780,0.858491,0.820755,0.836478,0.826230,0.838050,0.886792,0.834138,0.842767,0.828916,0.776991,0.860063,0.825472,0.838400,0.853543,0.852201,0.844094,0.512579,0.823899,0.838050,0.834906,0.834906,0.820755,0.795597,0.830189,0.820755,0.838050,0.825472,0.828616,0.836478,0.839623,0.839623,0.847484,0.819182,0.768000,0.871069,0.820755,0.000000,0.531447,0.638365,0.588050,0.866102,0.605346,0.830189,0.385220,0.874016,0.830189,0.763333,0.831761,0.833333,0.756289,0.849057,0.775410,0.769984,0.699686,0.827044,0.770492,0.782918,0.844340,0.755981,0.803459,0.774557,0.790970,0.825472,0.849057,0.091195,0.391509,0.765723,0.772800,0.768868,0.785847,0.805031,0.814465,0.816038,0.838050,0.769726,0.827044,0.875806,0.845912,0.766323,0.819168,0.836767,0.852201
AFD01617__JN798211.1,0.834337,0.837349,0.800407,0.826955,0.854641,0.831325,0.832831,0.825301,0.823795,0.817771,0.861154,0.858034,0.836672,0.796687,0.752791,0.840246,0.828313,0.859594,0.865835,0.861154,0.865835,0.831563,0.864275,0.862715,0.867395,0.862715,0.848739,0.470769,0.777038,0.837349,0.770062,0.850904,0.765861,0.877676,0.832831,0.517296,0.735849,0.864275,0.844880,0.821429,0.834891,0.788321,0.832831,0.828313,0.786145,0.775641,0.788265,0.826807,0.835843,0.855311,0.865835,0.864275,0.817771,0.826807,0.827869,0.831325,0.887048,0.840580,0.832551,0.840964,0.761062,0.856474,0.826807,0.828800,0.861417,0.837963,0.834646,0.331825,0.828313,0.832812,0.838855,0.840361,0.814759,0.790663,0.834337,0.826807,0.838855,0.835843,0.837349,0.831325,0.831325,0.829819,0.838855,0.826807,0.756800,0.868955,0.838855,0.531447,0.000000,0.503771,0.455505,0.857627,0.584337,0.826807,0.477134,0.870866,0.838855,0.761667,0.825301,0.819277,0.748494,0.845912,0.752459,0.753670,0.709337,0.832831,0.752459,0.761566,0.850453,0.749601,0.792169,0.774557,0.750836,0.825301,0.846386,0.490566,0.458589,0.773414,0.779200,0.766513,0.791434,0.804217,0.808735,0.844175,0.835843,0.774557,0.831325,0.859677,0.852410,0.714777,0.810127,0.828843,0.838855
AFD01602__JN798204.1,0.871795,0.889894,0.863544,0.876872,0.889667,0.886878,0.867270,0.865762,0.880845,0.873303,0.895476,0.895476,0.879815,0.849170,0.821372,0.884793,0.886878,0.897036,0.898596,0.893916,0.900156,0.878604,0.900156,0.893916,0.898596,0.895476,0.892437,0.606154,0.826955,0.877828,0.819444,0.873303,0.826284,0.909786,0.867270,0.544025,0.504717,0.893916,0.885370,0.874224,0.869159,0.773723,0.882353,0.879336,0.849170,0.818910,0.862245,0.879336,0.879336,0.890110,0.893916,0.895476,0.868778,0.879336,0.873770,0.880845,0.909502,0.876006,0.873239,0.845783,0.810619,0.893916,0.880845,0.880000,0.885039,0.876543,0.888189,0.251885,0.879336,0.881250,0.877828,0.870287,0.870287,0.862745,0.870287,0.876320,0.871795,0.870287,0.868778,0.873303,0.874811,0.880845,0.885370,0.870287,0.816000,0.898596,0.882353,0.638365,0.503771,0.000000,0.485671,0.896610,0.708899,0.865762,0.594512,0.899213,0.868778,0.806667,0.879336,0.873303,0.820513,0.880503,0.811475,0.809135,0.767722,0.883861,0.803279,0.822064,0.888218,0.819777,0.856712,0.822866,0.837793,0.888386,0.883861,0.605346,0.602761,0.830816,0.820800,0.820276,0.847300,0.861237,0.855204,0.877458,0.865762,0.822866,0.870287,0.895161,0.886878,0.797251,0.864376,0.874802,0.886878
ABV71710__EU175872.1,0.852187,0.859729,0.806517,0.828619,0.875657,0.853695,0.855204,0.844646,0.844646,0.841629,0.878315,0.879875,0.861325,0.809955,0.778309,0.867896,0.849170,0.878315,0.878315,0.878315,0.881435,0.854325,0.884555,0.882995,0.876755,0.879875,0.882353,0.552308,0.813644,0.850679,0.771605,0.855204,0.777946,0.896024,0.855204,0.584906,0.775157,0.878315,0.850679,0.857143,0.853583,0.788321,0.847662,0.847662,0.808446,0.785256,0.785714,0.846154,0.841629,0.877289,0.876755,0.873635,0.850679,0.843137,0.840984,0.853695,0.894419,0.851852,0.852895,0.865060,0.784071,0.881435,0.847662,0.849600,0.861417,0.864198,0.859843,0.273002,0.844646,0.859375,0.864253,0.861237,0.835596,0.811463,0.862745,0.846154,0.862745,0.856712,0.864253,0.852187,0.849170,0.856712,0.858220,0.841629,0.796800,0.875195,0.843137,0.588050,0.455505,0.485671,0.000000,0.879661,0.648567,0.852187,0.539634,0.888189,0.864253,0.785000,0.849170,0.829563,0.781297,0.863208,0.778689,0.778140,0.748115,0.853695,0.780328,0.774021,0.854985,0.776715,0.815988,0.785829,0.797659,0.850679,0.861237,0.545597,0.544479,0.793051,0.792000,0.797235,0.819367,0.828054,0.831071,0.862330,0.852187,0.787440,0.837104,0.885484,0.861237,0.757732,0.828210,0.844691,0.859729
AAA66612__M20036.1,0.830508,0.838983,0.820774,0.866102,0.562172,0.833898,0.820339,0.825424,0.844068,0.845763,0.169492,0.205085,0.840678,0.855932,0.847458,0.828814,0.849153,0.091525,0.118644,0.206780,0.227119,0.806780,0.176271,0.155932,0.150847,0.157627,0.247458,0.855932,0.861017,0.813559,0.845763,0.830508,0.867797,0.896610,0.837288,0.850847,0.937288,0.159322,0.816949,0.798305,0.784746,0.722628,0.830508,0.828814,0.855932,0.833898,0.806122,0.837288,0.822034,0.100733,0.140678,0.111864,0.822034,0.869492,0.803390,0.837288,0.903390,0.830508,0.805085,0.785542,0.840708,0.264407,0.832203,0.820339,0.818644,0.838983,0.835593,0.864407,0.832203,0.830508,0.854237,0.844068,0.845763,0.857627,0.850847,0.838983,0.849153,0.840678,0.840678,0.830508,0.837288,0.801695,0.828814,0.832203,0.850847,0.128814,0.840678,0.866102,0.857627,0.896610,0.879661,0.000000,0.850847,0.835593,0.859322,0.338983,0.840678,0.840678,0.838983,0.845763,0.862712,0.833898,0.847458,0.844068,0.857627,0.840678,0.849153,0.843416,0.816949,0.844068,0.852542,0.847458,0.861017,0.842373,0.822034,0.850847,0.850847,0.850847,0.838983,0.864407,0.847300,0.847458,0.872881,0.837288,0.832203,0.844068,0.828814,0.008475,0.815254,0.845361,0.857143,0.833898,0.832203
AEX38011__JQ037753.1,0.851156,0.838150,0.800407,0.840266,0.847636,0.839595,0.845376,0.839595,0.832370,0.828035,0.853354,0.859594,0.847458,0.790462,0.748006,0.846390,0.828035,0.859594,0.858034,0.865835,0.864275,0.837633,0.854914,0.853354,0.861154,0.853354,0.860504,0.567692,0.790349,0.830609,0.762346,0.829480,0.765861,0.874618,0.847076,0.592767,0.784591,0.850234,0.848266,0.833851,0.825545,0.773723,0.841040,0.830925,0.794643,0.751603,0.793367,0.838150,0.841040,0.846154,0.859594,0.853354,0.829480,0.842486,0.818033,0.848266,0.878158,0.824477,0.845070,0.828916,0.752212,0.853354,0.832370,0.833600,0.829921,0.859568,0.856693,0.582202,0.835260,0.839063,0.859070,0.853073,0.836705,0.802395,0.854573,0.839595,0.846726,0.852601,0.858382,0.839595,0.843931,0.836090,0.845376,0.836705,0.755200,0.861154,0.830925,0.605346,0.584337,0.708899,0.648567,0.850847,0.000000,0.845577,0.567073,0.861417,0.853073,0.746667,0.832370,0.836705,0.758671,0.853774,0.754098,0.748777,0.711340,0.838150,0.757377,0.774021,0.841390,0.743222,0.799127,0.753623,0.790970,0.828035,0.836826,0.564465,0.570552,0.767372,0.764800,0.764977,0.797020,0.786885,0.814056,0.841150,0.839595,0.752013,0.836705,0.854839,0.839286,0.737113,0.817360,0.828843,0.840537
AEX30511__JN831651.1,0.638681,0.665667,0.788187,0.663894,0.816112,0.667166,0.434783,0.431784,0.652174,0.652174,0.836193,0.833073,0.577812,0.833583,0.805423,0.640553,0.805097,0.842434,0.833073,0.842434,0.843994,0.822458,0.837754,0.837754,0.829953,0.829953,0.826891,0.840000,0.816972,0.823088,0.808642,0.634183,0.823263,0.906728,0.128936,0.830189,0.924528,0.836193,0.698651,0.807453,0.820872,0.744526,0.632684,0.634183,0.836582,0.807692,0.755102,0.620690,0.626687,0.827839,0.840874,0.834633,0.622189,0.676162,0.811475,0.616192,0.898051,0.816425,0.807512,0.814458,0.821239,0.840874,0.640180,0.800000,0.809449,0.600309,0.631496,0.828054,0.644678,0.634375,0.208396,0.154423,0.200900,0.836582,0.214393,0.629685,0.211394,0.202399,0.101949,0.619190,0.625187,0.828571,0.649175,0.656672,0.824000,0.839314,0.629685,0.830189,0.826807,0.865762,0.852187,0.835593,0.845577,0.000000,0.830793,0.833071,0.212894,0.796667,0.613193,0.635682,0.794603,0.635220,0.804918,0.814029,0.833583,0.659670,0.801639,0.804270,0.808157,0.803828,0.829085,0.818035,0.821070,0.808096,0.811094,0.819182,0.837423,0.821752,0.804800,0.829493,0.802607,0.799100,0.839580,0.655068,0.640180,0.813205,0.671664,0.850000,0.805097,0.804124,0.797468,0.789223,0.808096
AEQ76796__JF504699.1,0.827744,0.835366,0.802444,0.816972,0.840630,0.820122,0.832317,0.829268,0.821646,0.821646,0.851794,0.848674,0.852080,0.789634,0.759171,0.847926,0.830793,0.853354,0.850234,0.851794,0.848674,0.833841,0.853354,0.847114,0.850234,0.854914,0.852101,0.309231,0.787022,0.820122,0.750000,0.846037,0.778963,0.871560,0.827744,0.375786,0.622642,0.851794,0.835366,0.835404,0.830218,0.788321,0.827744,0.833841,0.786585,0.766026,0.790816,0.827744,0.829268,0.855311,0.848674,0.854914,0.826220,0.826220,0.822951,0.839939,0.882622,0.819646,0.834116,0.824096,0.761062,0.858034,0.838415,0.833600,0.848819,0.848765,0.848819,0.437500,0.830793,0.829688,0.849085,0.841463,0.829268,0.786585,0.839939,0.823171,0.836890,0.824695,0.835366,0.829268,0.832317,0.833841,0.838415,0.832317,0.756800,0.850234,0.832317,0.385220,0.477134,0.594512,0.539634,0.859322,0.567073,0.830793,0.000000,0.866142,0.833841,0.738333,0.839939,0.827744,0.754573,0.852201,0.767213,0.763458,0.695122,0.827744,0.759016,0.758007,0.830793,0.760766,0.788110,0.758454,0.787625,0.835366,0.850610,0.327044,0.246933,0.766768,0.761600,0.763441,0.787709,0.788110,0.794207,0.841463,0.832317,0.755233,0.827744,0.866129,0.844512,0.713058,0.784810,0.811410,0.847561
AEP95278__JN202450.1,0.839370,0.847244,0.796334,0.860233,0.567426,0.842520,0.834646,0.842520,0.853543,0.858268,0.351181,0.357480,0.840945,0.851969,0.859649,0.847244,0.847244,0.352756,0.351181,0.349606,0.368504,0.806299,0.349606,0.355906,0.357480,0.349606,0.361345,0.855118,0.845258,0.804724,0.856693,0.839370,0.872441,0.903937,0.829921,0.867717,0.944882,0.351181,0.833071,0.814173,0.814173,0.744526,0.845669,0.850394,0.853543,0.857372,0.793367,0.839370,0.822047,0.324176,0.351181,0.346457,0.847244,0.864567,0.803279,0.836220,0.896063,0.824477,0.806299,0.790361,0.837168,0.377953,0.847244,0.820800,0.826772,0.839370,0.837795,0.864567,0.831496,0.829921,0.851969,0.842520,0.844094,0.872441,0.850394,0.839370,0.848819,0.842520,0.844094,0.828346,0.833071,0.831496,0.829921,0.842520,0.857600,0.357480,0.847244,0.874016,0.870866,0.899213,0.888189,0.338983,0.861417,0.833071,0.866142,0.000000,0.839370,0.848333,0.844094,0.842520,0.859843,0.840945,0.854098,0.854812,0.848819,0.851969,0.854098,0.827402,0.833071,0.854864,0.859843,0.856683,0.846154,0.845669,0.828346,0.859843,0.869291,0.861417,0.856000,0.862992,0.824953,0.856693,0.861417,0.845669,0.845669,0.856683,0.839370,0.369355,0.826772,0.847079,0.855335,0.844691,0.818898
AEO37417__JF429834.1,0.640180,0.644678,0.788187,0.667221,0.826620,0.647676,0.433283,0.433283,0.647676,0.650675,0.836193,0.834633,0.590139,0.841079,0.818182,0.626728,0.803598,0.843994,0.837754,0.842434,0.840874,0.819423,0.837754,0.843994,0.842434,0.834633,0.836975,0.843077,0.830283,0.821589,0.805556,0.652174,0.820242,0.900612,0.194903,0.825472,0.916667,0.843994,0.685157,0.804348,0.816199,0.755474,0.632684,0.623688,0.832084,0.820513,0.750000,0.616192,0.625187,0.831502,0.837754,0.837754,0.628186,0.670165,0.809836,0.625187,0.895052,0.821256,0.809077,0.797590,0.815929,0.840874,0.641679,0.796800,0.793701,0.617284,0.626772,0.838612,0.631184,0.626563,0.109445,0.172414,0.193403,0.833583,0.118441,0.625187,0.092954,0.089955,0.184408,0.616192,0.626687,0.825564,0.638681,0.652174,0.819200,0.834633,0.638681,0.830189,0.838855,0.868778,0.864253,0.840678,0.853073,0.212894,0.833841,0.839370,0.000000,0.805000,0.628186,0.632684,0.797601,0.633648,0.809836,0.812398,0.836582,0.656672,0.814754,0.807829,0.818731,0.810207,0.847076,0.808374,0.824415,0.805097,0.817091,0.820755,0.832822,0.812689,0.801600,0.834101,0.797020,0.809595,0.851574,0.649017,0.644678,0.814815,0.673163,0.846774,0.806597,0.805842,0.801085,0.797147,0.809595
AEM37643__JN420372.1,0.806667,0.790000,0.773931,0.810000,0.831874,0.801667,0.786667,0.796667,0.793333,0.801667,0.838333,0.831667,0.816667,0.745000,0.571667,0.805000,0.816667,0.840000,0.830000,0.846667,0.840000,0.806667,0.833333,0.820000,0.833333,0.845000,0.835294,0.748333,0.760000,0.798333,0.536667,0.795000,0.745000,0.880000,0.800000,0.750000,0.871667,0.836667,0.791667,0.801667,0.810000,0.773723,0.801667,0.815000,0.740000,0.451667,0.727041,0.803333,0.785000,0.840659,0.843333,0.848333,0.793333,0.801667,0.793333,0.791667,0.873333,0.803333,0.806667,0.819277,0.700885,0.835000,0.800000,0.786667,0.806667,0.805000,0.816667,0.751667,0.806667,0.813333,0.815000,0.810000,0.810000,0.740000,0.808333,0.803333,0.813333,0.806667,0.805000,0.803333,0.803333,0.796667,0.803333,0.800000,0.740000,0.835000,0.798333,0.763333,0.761667,0.806667,0.785000,0.840678,0.746667,0.796667,0.738333,0.848333,0.805000,0.000000,0.790000,0.791667,0.703333,0.818333,0.398333,0.500000,0.750000,0.801667,0.385000,0.692171,0.803333,0.560000,0.753333,0.451667,0.770903,0.820000,0.798333,0.745000,0.751667,0.528333,0.478333,0.763333,0.750466,0.750000,0.750000,0.800000,0.800000,0.453333,0.788333,0.840000,0.801667,0.713058,0.763110,0.798333,0.800000
AEM37606__JN420365.1,0.609726,0.697007,0.790224,0.522463,0.842382,0.700748,0.633381,0.670440,0.582090,0.619701,0.837754,0.840874,0.516179,0.834055,0.811802,0.543779,0.814121,0.823713,0.829953,0.828393,0.837754,0.828528,0.834633,0.845554,0.836193,0.836193,0.836975,0.832308,0.810316,0.835067,0.811728,0.533666,0.824773,0.892966,0.611694,0.845912,0.944969,0.829953,0.711970,0.821429,0.813084,0.770073,0.511920,0.568123,0.827381,0.791667,0.757653,0.549075,0.565272,0.827839,0.831513,0.831513,0.641161,0.612813,0.811475,0.363874,0.876672,0.824477,0.807512,0.783133,0.803540,0.828393,0.532663,0.816000,0.823622,0.325617,0.574803,0.829563,0.631443,0.585938,0.620690,0.613193,0.668329,0.823353,0.635682,0.556188,0.630952,0.670823,0.642061,0.554307,0.529015,0.819549,0.654167,0.617157,0.809600,0.837754,0.529925,0.831761,0.825301,0.879336,0.849170,0.838983,0.832370,0.613193,0.839939,0.844094,0.628186,0.790000,0.000000,0.344262,0.797468,0.567610,0.803279,0.799347,0.815906,0.625935,0.786885,0.800712,0.806647,0.808612,0.825328,0.814815,0.799331,0.815562,0.818862,0.831761,0.837423,0.818731,0.812800,0.812596,0.802607,0.798808,0.830161,0.579425,0.484496,0.801932,0.716958,0.843548,0.816964,0.817869,0.819168,0.793978,0.821162
AEM37593__JN420361.1,0.630517,0.702396,0.767821,0.509151,0.824869,0.702396,0.659058,0.686003,0.609227,0.629256,0.839314,0.837754,0.520801,0.816739,0.816587,0.557604,0.804035,0.839314,0.843994,0.845554,0.845554,0.822458,0.837754,0.847114,0.836193,0.839314,0.831933,0.824615,0.801997,0.833581,0.813272,0.546028,0.817221,0.899083,0.644678,0.836478,0.930818,0.840874,0.697352,0.813665,0.814642,0.784672,0.517024,0.575835,0.818452,0.810897,0.767857,0.578947,0.550063,0.835165,0.843994,0.828393,0.639842,0.628134,0.795082,0.390052,0.869242,0.821256,0.805947,0.797590,0.808850,0.836193,0.511980,0.804800,0.807874,0.353395,0.584252,0.811463,0.635309,0.585938,0.640180,0.640180,0.687264,0.821856,0.656672,0.583215,0.639881,0.682219,0.662953,0.538462,0.546559,0.822556,0.666667,0.631242,0.817600,0.843994,0.522068,0.833333,0.819277,0.873303,0.829563,0.845763,0.836705,0.635682,0.827744,0.842520,0.632684,0.791667,0.344262,0.000000,0.810127,0.573899,0.804918,0.787928,0.837997,0.636822,0.793443,0.790036,0.809668,0.813397,0.819505,0.818035,0.806020,0.801153,0.814371,0.825472,0.826687,0.818731,0.811200,0.798771,0.808194,0.803279,0.816984,0.603631,0.501292,0.808374,0.711223,0.850000,0.808036,0.819588,0.815552,0.797147,0.807750
