species,ALA40028,ANO39503,YP_009259490,ANM72090,YP_009256211,YP_009186840,YP_009241376,BAU88511,AGF85783,AAM93275,AAF61213,AAB95451,ADI60256,ADI60252,YP_009229908,AME15910,AME15905,YP_009227290,YP_009215301,ALR74754,Q90185,BAS32608,AKG54800,AIE58040,BAR72999,YP_009130650,YP_009154712,YP_009134732,AIF74198,AJI02597,YP_227600,NP_694834,NP_051020,AIT71975,P27454,AIZ50117,AID57413,AIY27459,AII82250,AIT18928,AIC77176,YP_002887625,AES86015,AEI99170,AEI99166,ADM26648,YP_002916059,ACR15778,ACR15767,ACJ38931,ACF94533,ABK00521,YP_271915,AAU88153,AAG10007,YP_004678720,YP_009010974,AHK26987,AHK26969,AHA86835,YP_008658568,YP_008766862,AGW95844,AGW23423,AGS15085,AGS15077,AGS15053,AGS15039,AGK45548,AGL09957,AGL09956,YP_007003823,AFV48069,AFK85003,YP_164339,NP_874381,NP_694838,NP_694843,YP_006589928,AFH96872,AFK91980,AFD01617,AFC75858,ABV71710,AAA66612,AEX38011,AEX30511,AEQ76796,AEP95278,AEO37421,AEO37417,AEM37643,AEM37606,AEM37593,ACT09660,ADP36995,AAL91012,AAD13755,ADN44566,ADD17085,ADF32027,ADK34009,AAR26464,AAR07954,AAC40229,AAA83224,AAA74973,AAC03775,ADB20207,ADD22705,ACD37375,ABY67706,ABY67682,AAO32086,AAN03856,AAN03854,AAL09673,AAL09671,AAD27758,AAA67108,AAY45700,AAN41665,AAL55416,AAT46336,AAF61212,AAC58044,AAA83229,AAA69566,AAA66866,ACI01073,ACH81927,ACL31580,ABI16638,ABC69727,ABB76814,CAA66227,CAA25689,AIQ82699,ACV52075,U34255,M81888,U34256,AAC40694
AAU88153,0.848674,0.761329,0.832579,0.783694,0.907994,0.827640,0.833333,0.831071,0.822021,0.846154,0.776772,0.761218,0.829563,0.823529,0.825038,0.856474,0.848674,0.825038,0.823529,0.821311,0.904977,0.835596,0.831071,0.808318,0.832528,0.830986,0.761062,0.896373,0.842382,0.892911,0.897569,0.897436,0.894052,0.894419,0.889894,0.743986,0.861154,0.831071,0.826546,0.836800,0.847244,0.897810,0.828704,0.825038,0.833071,0.090498,0.822021,0.828125,0.823438,0.835938,0.034691,0.031674,0.903282,0.000000,0.901961,0.903469,0.837104,0.844646,0.814480,0.785822,0.896970,0.894928,0.828843,0.903469,0.840121,0.838612,0.834087,0.835596,0.844646,0.837104,0.831071,0.895307,0.826546,0.840121,0.900452,0.884906,0.903469,0.890845,0.891403,0.834087,0.889908,0.336350,0.881801,0.242836,0.844068,0.594268,0.829563,0.445122,0.867717,0.829563,0.843137,0.758333,0.832579,0.817496,0.752640,0.838050,0.803922,0.755738,0.504717,0.755302,0.704374,0.831071,0.755738,0.750890,0.832326,0.752791,0.791855,0.763285,0.775920,0.825038,0.843137,0.460692,0.447853,0.774924,0.768000,0.765650,0.760369,0.793296,0.764045,0.849170,0.840376,0.906486,0.806938,0.762058,0.799397,0.762440,0.748006,0.846154,0.806938,0.909502,0.832073,0.823529,0.760064,0.825038,0.749601,0.850000,0.846154,0.902655,0.901961,0.843137,0.843137,0.847662,0.856712
AAG10007,0.887676,0.903323,0.890625,0.890183,0.868925,0.885093,0.900312,0.914062,0.903646,0.891369,0.898810,0.892628,0.901849,0.904694,0.901042,0.897036,0.893916,0.899736,0.905292,0.895082,0.820312,0.904903,0.905759,0.889693,0.900161,0.890454,0.886726,0.867012,0.891419,0.828125,0.871528,0.883289,0.871747,0.894667,0.825521,0.895189,0.881435,0.883058,0.912760,0.884800,0.881890,0.864964,0.908951,0.904694,0.886614,0.895928,0.906250,0.892188,0.893750,0.892188,0.901961,0.901961,0.868739,0.901961,0.000000,0.887892,0.907046,0.901049,0.898438,0.902695,0.892929,0.894928,0.881141,0.019520,0.898051,0.897321,0.899740,0.888579,0.903509,0.907552,0.904184,0.875451,0.896241,0.905556,0.878906,0.869811,0.899070,0.894366,0.890789,0.912760,0.873394,0.911145,0.868668,0.917044,0.893220,0.900289,0.883058,0.902439,0.892913,0.904048,0.898051,0.903333,0.908854,0.910156,0.898734,0.877358,0.898659,0.893443,0.908805,0.902121,0.908689,0.904948,0.898361,0.907473,0.895770,0.896332,0.899563,0.904992,0.896321,0.900576,0.895210,0.897799,0.889571,0.904834,0.913600,0.903692,0.901690,0.895717,0.903692,0.893204,0.890454,0.885387,0.901639,0.905145,0.901903,0.895666,0.899522,0.897365,0.898659,0.881690,0.900151,0.912760,0.903382,0.898438,0.901116,0.893548,0.889881,0.872566,0.081081,0.885417,0.889222,0.888393,0.894188
YP_004678720,0.904836,0.898792,0.898356,0.896839,0.780269,0.900621,0.883178,0.893871,0.898356,0.890882,0.898356,0.887821,0.902840,0.901345,0.904335,0.907956,0.906396,0.902840,0.905830,0.896721,0.895366,0.887892,0.908819,0.893309,0.903382,0.902973,0.888496,0.773748,0.880911,0.887892,0.842014,0.721973,0.795539,0.717489,0.889387,0.902062,0.906396,0.899550,0.896861,0.902400,0.889764,0.797445,0.891975,0.896861,0.900787,0.901961,0.899851,0.892188,0.909375,0.895312,0.900452,0.901961,0.899827,0.903469,0.887892,0.000000,0.899550,0.896552,0.910314,0.902695,0.832323,0.871377,0.904913,0.885886,0.895052,0.904335,0.895366,0.884903,0.907324,0.899851,0.907324,0.788809,0.905263,0.883408,0.704036,0.766038,0.718984,0.834507,0.724963,0.898356,0.787156,0.908133,0.761726,0.914027,0.910169,0.905830,0.898051,0.905488,0.881890,0.895052,0.893553,0.900000,0.901345,0.899851,0.904335,0.902516,0.899851,0.895082,0.913522,0.905383,0.907324,0.908819,0.891803,0.905694,0.895770,0.909091,0.899851,0.888889,0.906355,0.904335,0.895210,0.899371,0.891104,0.907855,0.878400,0.886035,0.909370,0.901304,0.890851,0.886398,0.902973,0.814649,0.896861,0.893891,0.904335,0.886035,0.907496,0.886398,0.901345,0.834081,0.907716,0.898356,0.895330,0.904335,0.910686,0.893548,0.892377,0.796460,0.885886,0.907324,0.895210,0.905830,0.910314
YP_009010974,0.848674,0.836858,0.689655,0.826955,0.905547,0.815217,0.819315,0.634183,0.623688,0.815592,0.838081,0.804487,0.622189,0.617691,0.632684,0.854914,0.851794,0.638681,0.683658,0.811475,0.890555,0.820090,0.629685,0.801085,0.829308,0.815336,0.812389,0.879102,0.838879,0.886057,0.890625,0.914543,0.879182,0.908546,0.892054,0.804124,0.848674,0.187406,0.646177,0.792000,0.804724,0.881387,0.618827,0.619190,0.629921,0.841629,0.640180,0.628125,0.623437,0.631250,0.843137,0.840121,0.901554,0.837104,0.907046,0.899550,0.000000,0.164918,0.209895,0.838081,0.862626,0.875000,0.792393,0.879880,0.175412,0.145427,0.115442,0.191904,0.820090,0.620690,0.625187,0.904332,0.824060,0.649175,0.886057,0.898113,0.908546,0.878521,0.901049,0.634183,0.882569,0.838855,0.870544,0.864253,0.854237,0.859070,0.208396,0.849085,0.851969,0.130435,0.109445,0.815000,0.620690,0.640180,0.803598,0.641509,0.820090,0.813115,0.836478,0.822186,0.842579,0.647676,0.811475,0.813167,0.832326,0.808612,0.841079,0.813205,0.817726,0.808096,0.815592,0.827044,0.835890,0.811178,0.812800,0.821830,0.832565,0.806331,0.831461,0.814093,0.633803,0.895052,0.818591,0.805466,0.848576,0.810594,0.814992,0.814093,0.821589,0.890555,0.642965,0.656672,0.809984,0.673163,0.807018,0.859677,0.815592,0.879646,0.884384,0.820090,0.817091,0.818591,0.821589
AHK26987,0.842434,0.844411,0.689655,0.831947,0.902549,0.813665,0.820872,0.628186,0.625187,0.814093,0.827586,0.825321,0.604198,0.601199,0.638681,0.847114,0.842434,0.632684,0.697151,0.809836,0.887556,0.818591,0.625187,0.797468,0.819646,0.810642,0.833628,0.877375,0.830123,0.887556,0.876736,0.902549,0.879182,0.907046,0.892054,0.805842,0.845554,0.166417,0.643178,0.796800,0.811024,0.879562,0.612654,0.602699,0.622047,0.841629,0.641679,0.629687,0.625000,0.626563,0.844646,0.840121,0.905009,0.844646,0.901049,0.896552,0.164918,0.000000,0.163418,0.829085,0.868687,0.896739,0.798732,0.884384,0.170915,0.181409,0.193403,0.157421,0.814093,0.623688,0.632684,0.891697,0.827068,0.646177,0.913043,0.900000,0.904048,0.873239,0.899550,0.629685,0.875229,0.840361,0.872420,0.861237,0.844068,0.853073,0.154423,0.841463,0.842520,0.182909,0.172414,0.810000,0.613193,0.640180,0.785607,0.630503,0.803598,0.809836,0.831761,0.817292,0.839580,0.647676,0.818033,0.814947,0.818731,0.814992,0.836582,0.824477,0.826087,0.817091,0.823088,0.828616,0.838957,0.823263,0.816000,0.823435,0.823349,0.797020,0.826645,0.811094,0.632238,0.892054,0.805097,0.824759,0.851574,0.821830,0.826156,0.812594,0.796102,0.893553,0.639939,0.635682,0.822866,0.674663,0.814992,0.858065,0.812594,0.881416,0.906907,0.811094,0.812594,0.809595,0.815592
AHK26969,0.843994,0.814199,0.750614,0.821963,0.910162,0.818323,0.819315,0.671267,0.670951,0.800595,0.816964,0.812500,0.628734,0.630156,0.684411,0.847114,0.843994,0.659631,0.675487,0.806557,0.894410,0.829123,0.667539,0.790235,0.818035,0.804382,0.814159,0.879102,0.837128,0.893805,0.892361,0.899204,0.869888,0.906667,0.896806,0.792096,0.843994,0.184408,0.680905,0.801600,0.809449,0.870438,0.626543,0.635846,0.615748,0.814480,0.677835,0.632812,0.631250,0.634375,0.812971,0.812971,0.898100,0.814480,0.898438,0.910314,0.209895,0.163418,0.000000,0.827844,0.864646,0.889493,0.784469,0.899399,0.199400,0.168155,0.249066,0.261838,0.820175,0.666667,0.646424,0.902527,0.822556,0.666667,0.918710,0.864151,0.909695,0.871479,0.910526,0.674129,0.884404,0.814759,0.866792,0.835596,0.845763,0.836705,0.200900,0.829268,0.844094,0.197901,0.193403,0.810000,0.668329,0.687264,0.805907,0.627358,0.794337,0.801639,0.831761,0.812398,0.821797,0.687811,0.804918,0.804270,0.802115,0.799043,0.831150,0.814815,0.812709,0.798271,0.806886,0.814465,0.822086,0.809668,0.804800,0.817014,0.818740,0.797020,0.818620,0.805825,0.632238,0.889685,0.794337,0.808682,0.837482,0.807384,0.805423,0.811373,0.791356,0.905634,0.647504,0.678295,0.811594,0.716216,0.797448,0.854839,0.800595,0.874336,0.899399,0.797619,0.800898,0.797619,0.800298
AHA86835,0.859594,0.787009,0.820359,0.777038,0.908683,0.827640,0.827103,0.812874,0.815868,0.815868,0.767964,0.756410,0.821856,0.815868,0.808383,0.865835,0.858034,0.818862,0.817365,0.804918,0.911677,0.821856,0.809880,0.777577,0.813205,0.826291,0.792920,0.899827,0.854641,0.911677,0.883681,0.904192,0.879182,0.902695,0.904192,0.759450,0.861154,0.835082,0.811377,0.811200,0.822047,0.890511,0.820988,0.815868,0.825197,0.785822,0.809880,0.828125,0.829688,0.835938,0.788839,0.787330,0.901554,0.785822,0.902695,0.902695,0.838081,0.829085,0.827844,0.000000,0.862626,0.896739,0.822504,0.903904,0.845577,0.836826,0.823353,0.836826,0.827844,0.821856,0.821856,0.909747,0.827068,0.835329,0.899701,0.877358,0.904192,0.904930,0.904192,0.814371,0.902752,0.790663,0.900563,0.811463,0.857627,0.802395,0.836582,0.786585,0.872441,0.838081,0.833583,0.740000,0.823353,0.821856,0.738024,0.823899,0.785928,0.749180,0.795597,0.742251,0.790419,0.817365,0.757377,0.798932,0.820242,0.765550,0.781437,0.764895,0.780936,0.832335,0.824850,0.789308,0.789877,0.773414,0.763200,0.762440,0.741935,0.802607,0.754414,0.815868,0.824726,0.899701,0.785928,0.757235,0.787425,0.752809,0.768740,0.815868,0.790419,0.902695,0.833585,0.817365,0.752013,0.817365,0.768740,0.858065,0.818862,0.906195,0.899399,0.815868,0.818862,0.815868,0.818862
YP_008658568,0.884848,0.890909,0.876768,0.903030,0.795960,0.864646,0.870707,0.878788,0.886869,0.872727,0.856566,0.890909,0.880808,0.880808,0.872727,0.882828,0.888889,0.880808,0.903030,0.864646,0.886869,0.866667,0.878788,0.884848,0.864646,0.860606,0.880808,0.800000,0.884848,0.880808,0.846465,0.828283,0.832323,0.822222,0.890909,0.878788,0.866667,0.868687,0.880808,0.868687,0.870707,0.820202,0.882828,0.888889,0.872727,0.894949,0.864646,0.864646,0.870707,0.868687,0.896970,0.894949,0.890909,0.896970,0.892929,0.832323,0.862626,0.868687,0.864646,0.862626,0.000000,0.836364,0.864646,0.892929,0.870707,0.866667,0.876768,0.866667,0.854545,0.894949,0.874747,0.832323,0.868687,0.860606,0.832323,0.826263,0.840404,0.820202,0.820202,0.878788,0.836364,0.901010,0.832323,0.903030,0.888889,0.886869,0.872727,0.890909,0.884848,0.870707,0.872727,0.872727,0.868687,0.860606,0.898990,0.901010,0.905051,0.880808,0.868687,0.880808,0.898990,0.858586,0.868687,0.878788,0.860606,0.901010,0.876768,0.894949,0.903030,0.896970,0.872727,0.870707,0.901010,0.870707,0.872727,0.872727,0.872727,0.890909,0.886869,0.862626,0.866667,0.838384,0.894949,0.874747,0.874747,0.890909,0.874747,0.868687,0.876768,0.820202,0.868687,0.878788,0.892929,0.856566,0.901010,0.892929,0.864646,0.802020,0.880808,0.862626,0.860606,0.860606,0.860606
YP_008766862,0.885870,0.902174,0.867754,0.889493,0.809783,0.887681,0.898551,0.885870,0.894928,0.878623,0.894928,0.902174,0.902174,0.898551,0.903986,0.893116,0.898551,0.900362,0.891304,0.900362,0.891304,0.880435,0.902174,0.900362,0.898551,0.894928,0.900362,0.809783,0.889493,0.880435,0.597826,0.826087,0.791822,0.826087,0.885870,0.903986,0.896739,0.889493,0.894928,0.882246,0.875000,0.757299,0.903986,0.896739,0.887681,0.894928,0.876812,0.873188,0.876812,0.876812,0.896739,0.896739,0.896739,0.894928,0.894928,0.871377,0.875000,0.896739,0.889493,0.896739,0.836364,0.000000,0.865942,0.893116,0.902174,0.891304,0.878623,0.878623,0.885870,0.891304,0.893116,0.786232,0.889493,0.893116,0.842391,0.809434,0.842391,0.603261,0.851449,0.894928,0.770642,0.905797,0.827392,0.911232,0.894928,0.884058,0.880435,0.880435,0.891304,0.887681,0.887681,0.891304,0.889493,0.893116,0.893116,0.893116,0.893116,0.894928,0.887681,0.903986,0.893116,0.869565,0.891304,0.900362,0.893116,0.884058,0.903986,0.898551,0.885870,0.880435,0.891304,0.887681,0.880435,0.884058,0.900362,0.889493,0.891304,0.893855,0.893116,0.878623,0.871377,0.836957,0.893116,0.896739,0.893116,0.894928,0.885870,0.882246,0.891304,0.791667,0.875000,0.896739,0.891304,0.869565,0.889493,0.907609,0.878623,0.811594,0.894928,0.876812,0.878623,0.871377,0.882246
AGW95844,0.832013,0.816165,0.779715,0.790349,0.900158,0.828843,0.835182,0.787639,0.782884,0.827258,0.822504,0.828526,0.786054,0.784469,0.771791,0.841521,0.836767,0.811410,0.808241,0.832787,0.893819,0.820919,0.795563,0.790235,0.834138,0.833597,0.801770,0.879102,0.837128,0.889065,0.887153,0.892235,0.869888,0.900158,0.892235,0.798969,0.841521,0.795563,0.793978,0.819200,0.832013,0.895985,0.795563,0.779715,0.803487,0.833597,0.787639,0.789223,0.784469,0.790808,0.828843,0.828843,0.884283,0.828843,0.881141,0.904913,0.792393,0.798732,0.784469,0.822504,0.864646,0.865942,0.000000,0.887480,0.795563,0.800317,0.808241,0.789223,0.820919,0.792393,0.771791,0.888087,0.839937,0.798732,0.900158,0.883019,0.895404,0.887324,0.898574,0.792393,0.882569,0.828843,0.879925,0.844691,0.833898,0.828843,0.789223,0.811410,0.844691,0.801902,0.797147,0.798333,0.793978,0.805071,0.824089,0.800317,0.811410,0.806557,0.822504,0.802610,0.803487,0.792393,0.801639,0.784698,0.835182,0.813397,0.833597,0.811594,0.792642,0.572108,0.817750,0.822504,0.814580,0.809826,0.817600,0.815409,0.808241,0.802607,0.810594,0.816165,0.787639,0.874802,0.812995,0.811897,0.838352,0.818620,0.810207,0.824089,0.812995,0.895404,0.787639,0.803487,0.816425,0.801902,0.811802,0.850000,0.827258,0.870796,0.892235,0.824089,0.827258,0.817750,0.819334
AGW23423,0.886115,0.901813,0.875375,0.883527,0.869369,0.881988,0.889408,0.903904,0.894895,0.897898,0.897898,0.900641,0.903904,0.906907,0.890390,0.898596,0.897036,0.899399,0.903904,0.895082,0.812312,0.902402,0.906907,0.884268,0.908213,0.888889,0.886726,0.872193,0.891419,0.818318,0.876736,0.884384,0.873606,0.885886,0.819820,0.883162,0.881435,0.878378,0.902402,0.883200,0.885039,0.864964,0.910494,0.899399,0.886614,0.901961,0.897898,0.893750,0.895312,0.892188,0.898944,0.901961,0.870466,0.903469,0.019520,0.885886,0.879880,0.884384,0.899399,0.903904,0.892929,0.893116,0.887480,0.000000,0.885886,0.905405,0.885886,0.878378,0.908408,0.896396,0.908408,0.884477,0.894737,0.899399,0.872372,0.871698,0.893393,0.899648,0.884384,0.891892,0.873394,0.905120,0.868668,0.917044,0.896610,0.896396,0.881381,0.903963,0.894488,0.882883,0.882883,0.898333,0.908408,0.903904,0.899399,0.878931,0.905405,0.903279,0.915094,0.903752,0.906907,0.893393,0.913115,0.891459,0.898792,0.897927,0.899399,0.895330,0.882943,0.905405,0.899399,0.897799,0.888037,0.901813,0.894400,0.898876,0.915515,0.901304,0.894061,0.888889,0.888889,0.885886,0.903904,0.895498,0.897898,0.897271,0.901116,0.888889,0.897898,0.909910,0.906203,0.903904,0.892110,0.887387,0.899522,0.895161,0.897898,0.890265,0.096096,0.900901,0.894895,0.900901,0.905405
AGS15085,0.847114,0.833837,0.712144,0.823627,0.892054,0.807453,0.820872,0.646177,0.646177,0.800600,0.830585,0.825321,0.629685,0.626687,0.641679,0.845554,0.843994,0.653673,0.691154,0.818033,0.881559,0.830585,0.646177,0.817360,0.819646,0.810642,0.824779,0.880829,0.826620,0.886057,0.887153,0.904048,0.875465,0.910045,0.884558,0.805842,0.839314,0.214393,0.659670,0.804800,0.796850,0.894161,0.635802,0.637181,0.645669,0.840121,0.652174,0.639062,0.640625,0.640625,0.840121,0.840121,0.901554,0.840121,0.898051,0.895052,0.175412,0.170915,0.199400,0.845577,0.870707,0.902174,0.795563,0.885886,0.000000,0.119940,0.173913,0.191904,0.817091,0.635682,0.647676,0.880866,0.836090,0.659670,0.908546,0.894340,0.913043,0.867958,0.901049,0.649175,0.873394,0.834337,0.866792,0.862745,0.850847,0.854573,0.214393,0.839939,0.850394,0.128936,0.118441,0.808333,0.635682,0.656672,0.806597,0.652516,0.820090,0.809836,0.827044,0.810767,0.836582,0.670165,0.811475,0.807829,0.812689,0.805423,0.835082,0.813205,0.829431,0.809595,0.821589,0.822327,0.834356,0.821752,0.808000,0.810594,0.837174,0.813780,0.810594,0.803598,0.655712,0.886057,0.812594,0.827974,0.853073,0.810594,0.811802,0.809595,0.820090,0.893553,0.665658,0.664168,0.808374,0.698651,0.808612,0.856452,0.802099,0.879646,0.884384,0.806597,0.806597,0.805097,0.811094
AGS15077,0.853354,0.827795,0.690476,0.823627,0.903274,0.812112,0.822430,0.636905,0.638393,0.805060,0.842262,0.814103,0.619048,0.622024,0.641369,0.845554,0.848674,0.632440,0.677083,0.816393,0.886905,0.830357,0.632440,0.797468,0.821256,0.816901,0.812389,0.879102,0.828371,0.882440,0.888889,0.900298,0.875465,0.915179,0.892857,0.805842,0.845554,0.202399,0.647321,0.800000,0.803150,0.879562,0.620370,0.623512,0.623622,0.838612,0.636905,0.621875,0.620313,0.626563,0.840121,0.841629,0.898100,0.838612,0.897321,0.904335,0.145427,0.181409,0.168155,0.836826,0.866667,0.891304,0.800317,0.905405,0.119940,0.000000,0.157738,0.191964,0.815476,0.613095,0.630952,0.891697,0.824060,0.642857,0.910714,0.860377,0.907738,0.880282,0.891369,0.641369,0.884404,0.838855,0.866792,0.862745,0.849153,0.846726,0.211394,0.836890,0.848819,0.104948,0.092954,0.813333,0.630952,0.639881,0.811012,0.632075,0.806259,0.813115,0.834906,0.809135,0.837798,0.656250,0.819672,0.809609,0.814199,0.808612,0.845238,0.808374,0.824415,0.811012,0.814371,0.827044,0.835890,0.817221,0.812800,0.802568,0.837174,0.813780,0.802568,0.809524,0.636933,0.888393,0.815201,0.810289,0.864583,0.807384,0.814992,0.808036,0.807750,0.891369,0.649017,0.657738,0.803543,0.677083,0.808612,0.856452,0.805060,0.877876,0.905405,0.803571,0.808383,0.808036,0.813711
AGS15053,0.843994,0.815710,0.726027,0.831947,0.905744,0.805901,0.823988,0.673777,0.668380,0.802083,0.830357,0.822115,0.633001,0.630156,0.669202,0.845554,0.839314,0.672823,0.688022,0.816393,0.895392,0.827637,0.671466,0.808318,0.819646,0.809077,0.819469,0.886010,0.835377,0.901391,0.890625,0.905836,0.882900,0.901333,0.897883,0.804124,0.845554,0.205397,0.689698,0.806400,0.817323,0.885036,0.629630,0.640114,0.631496,0.823529,0.671392,0.634375,0.631250,0.635938,0.843137,0.838612,0.894646,0.834087,0.899740,0.895366,0.115442,0.193403,0.249066,0.823353,0.876768,0.878623,0.808241,0.885886,0.173913,0.157738,0.000000,0.246518,0.812865,0.662921,0.641026,0.904332,0.831579,0.679167,0.908387,0.900000,0.904382,0.878521,0.898684,0.682441,0.884404,0.835843,0.874296,0.856712,0.840678,0.852601,0.202399,0.824695,0.842520,0.077961,0.089955,0.806667,0.670823,0.682219,0.801688,0.641509,0.801788,0.808197,0.831761,0.812398,0.832106,0.699875,0.819672,0.814947,0.824773,0.810207,0.844250,0.818035,0.834448,0.804035,0.817365,0.816038,0.829755,0.811178,0.806400,0.823435,0.824885,0.811918,0.825040,0.815534,0.633803,0.889685,0.797317,0.813505,0.836018,0.818620,0.816587,0.816921,0.798808,0.907042,0.642965,0.687339,0.818035,0.718555,0.811802,0.850000,0.811012,0.879646,0.903904,0.811012,0.809880,0.812500,0.810730
AGS15039,0.843994,0.824773,0.711699,0.821963,0.877761,0.810559,0.816199,0.651811,0.655989,0.808036,0.836310,0.825321,0.635846,0.638691,0.657382,0.842434,0.842434,0.653203,0.701950,0.818033,0.892758,0.827637,0.649025,0.802893,0.814815,0.807512,0.823009,0.877375,0.826620,0.892758,0.875000,0.908078,0.864312,0.902507,0.894150,0.804124,0.858034,0.154423,0.667131,0.801600,0.806299,0.872263,0.609568,0.640114,0.629921,0.835596,0.669916,0.631250,0.629687,0.629687,0.837104,0.834087,0.905009,0.835596,0.888579,0.884903,0.191904,0.157421,0.261838,0.836826,0.866667,0.878623,0.789223,0.878378,0.191904,0.191964,0.246518,0.000000,0.817251,0.644847,0.649025,0.889892,0.818045,0.674095,0.896936,0.866038,0.912256,0.871479,0.899721,0.660167,0.882569,0.837349,0.870544,0.864253,0.840678,0.858382,0.101949,0.835366,0.844094,0.178411,0.184408,0.805000,0.642061,0.662953,0.808720,0.632075,0.809240,0.808197,0.825472,0.822186,0.833579,0.682451,0.811475,0.809609,0.830816,0.805423,0.842795,0.809984,0.819398,0.818444,0.820359,0.820755,0.829755,0.821752,0.804800,0.815409,0.824885,0.798883,0.810594,0.811978,0.641628,0.878223,0.812221,0.808682,0.855051,0.807384,0.808612,0.813370,0.810730,0.887324,0.653555,0.669916,0.806763,0.694986,0.805423,0.843548,0.806548,0.874336,0.876877,0.805060,0.811377,0.808036,0.813711
AGK45548,0.825273,0.841390,0.826023,0.820300,0.908689,0.630435,0.613707,0.833333,0.815789,0.431548,0.840774,0.804487,0.827485,0.833333,0.820175,0.848674,0.829953,0.820175,0.839181,0.596721,0.900585,0.622585,0.820175,0.824593,0.619968,0.615023,0.800000,0.905009,0.814361,0.888889,0.904514,0.893275,0.881041,0.903509,0.881579,0.812715,0.847114,0.817091,0.821637,0.569600,0.428346,0.881387,0.810185,0.827485,0.818898,0.852187,0.808480,0.803125,0.807813,0.806250,0.846154,0.841629,0.889465,0.844646,0.903509,0.907324,0.820090,0.814093,0.820175,0.827844,0.854545,0.885870,0.820919,0.908408,0.817091,0.815476,0.812865,0.817251,0.000000,0.817251,0.820175,0.880866,0.636090,0.823099,0.902047,0.894340,0.899123,0.878521,0.904971,0.827485,0.888073,0.852410,0.879925,0.856712,0.823729,0.845029,0.808096,0.839939,0.814173,0.815592,0.820090,0.803333,0.820175,0.812865,0.837719,0.819182,0.846498,0.788525,0.850629,0.814029,0.849779,0.804094,0.790164,0.813167,0.453172,0.802233,0.846491,0.809984,0.831104,0.837719,0.440120,0.841195,0.842025,0.818731,0.801600,0.800963,0.831029,0.839851,0.799358,0.457602,0.816901,0.906433,0.849478,0.800643,0.837482,0.797753,0.813397,0.457602,0.849478,0.888889,0.821483,0.828947,0.803543,0.839181,0.802233,0.829032,0.433036,0.902655,0.903904,0.449405,0.449102,0.447917,0.430700
AGL09957,0.831513,0.829305,0.695381,0.820300,0.895434,0.810559,0.811526,0.607277,0.577121,0.799107,0.828869,0.807692,0.580370,0.588905,0.553866,0.822153,0.833073,0.621372,0.612813,0.813115,0.905119,0.820208,0.526178,0.815552,0.816425,0.790297,0.805310,0.873921,0.844133,0.892541,0.887153,0.908488,0.897770,0.910667,0.897628,0.809278,0.842434,0.620690,0.590452,0.816000,0.803150,0.895985,0.487654,0.584637,0.562205,0.832579,0.614691,0.579688,0.571875,0.576562,0.838612,0.832579,0.903282,0.837104,0.907552,0.899851,0.620690,0.623688,0.666667,0.821856,0.894949,0.891304,0.792393,0.896396,0.635682,0.613095,0.662921,0.644847,0.817251,0.000000,0.257760,0.880866,0.818045,0.661111,0.899355,0.869811,0.905710,0.883803,0.896053,0.599251,0.886239,0.831325,0.879925,0.852187,0.830508,0.839595,0.619190,0.829268,0.828346,0.622189,0.616192,0.803333,0.554307,0.538462,0.822785,0.545597,0.824143,0.800000,0.841195,0.809135,0.826215,0.632959,0.793443,0.793594,0.820242,0.816587,0.829694,0.818035,0.816054,0.801153,0.811377,0.830189,0.829755,0.808157,0.809600,0.812199,0.814132,0.811918,0.813804,0.823856,0.583725,0.898281,0.813711,0.813505,0.837482,0.808989,0.813397,0.822469,0.815201,0.902817,0.593041,0.572351,0.821256,0.705368,0.816587,0.835484,0.797619,0.888496,0.897898,0.805060,0.800898,0.806548,0.794337
