species,AVR53768__MG745682.1,AVR53760__MG745678.1,AVR53758__MG745677.1,AVR53746__MG745672.1,AVR53744__MG745671.1,AVR53742__MG745670.1,YP_009272913__KU950356,YP_009215301__KP729195,AII82250__KM017744.1,AGL09957__KC339251.1,AGL09956__KC339250.1,AWV66970__MG693108.1,AWO81976__MG345036.1,AWO81967__MG345028.1,AWF28742__MF198246.1,AWB14639__MF416384.1,AWB14637__MF416383.1,AWB14590__MF175080.1,YP_009315890__KU321655,AAY45700__DQ000496.1,AUW64490__MG136722.1,AUQ23249__KY564173.1,AUO28605__KY511292.1,AUF34951__MG383448.1,AUF34940__MG383445.1,AUD40075__MF464269.1,AUD40071__MF464268.1,YP_009315908__KT878839,YP_009315886__KT878837,ATX68205__MF444157.1,ATX68201__MF362633.1,ATV81502__MF682927.1,ATV81500__MF682926.1,ATV81497__MF682925.1,ATV81491__MF682923.1,ATV81488__MF682922.1,ATJ03467__MF285607.1,ATI09457__MF593479.1,APC23176__KT961665.1,ATD50845__MF085373.1,ASM93495__KY214448.1,YP_009389289__KY640438,AIF74245__KJ641683.1,AIF74237__KJ641680.1,AIF74198__KJ641663.1,ASC49417__KY640455.1,ASC49334__KY640430.1,ASC49322__KY640427.1,AOX47681__KU321654.1,YP_009361877__KX981923,APC23164__KT961659.1,AQX45759__KX343069.1,AQR59123__KX133426.1,AQS80393__KX981980.1,AQS80381__KX981976.1,AQS80297__KX981922.1,AQS80292__KX981921.1,AQN78781__KX685945.1,ALT55210__KU295527.1,ALT55209__KU295526.1,ALT55206__KU295523.1,ALT55196__KU295513.1,BAS32608__AB982223.1,AOL02446__KX583629.1,ANY57893__KX272741.1,AEF33726__JF512473.1,ADN44566__GQ869543.1,ADN44563__GQ869542.1,ALA40028__KT329428.1,YP_009259490__KU172421,YP_009186840__KT716186,YP_009241376__LC085675,BAU69595__LC085666.1,AGF85783__KC580640.1,AAF61213__AF221123.1,AAB95451__AF028705.1,AKI82155__KR261072.1,ADI60252__HM053693.2,YP_009229908__KT592508,AME15917__KT878967.1,AME15905__KT878961.1,AME15895__KT878959.1,YP_009227290__KT454512,ALR74754__KT965075.1,AKG54800__KP281720.1,AIW53333__KM254174.1,BAR72999__LC011425.1,YP_009130650__AB937988,BAR42282__LC011438.1,YP_009154712__KP733794,AID57413__KJ396347.1,AIT18928__KJ495710.1,AIC77176__KJ631100.1,AES86015__JN648103.1,AEI99166__HQ291308.1,ADM26648__HQ113143.1,YP_002916059__FJ973561,ACR15767__FJ973558.1,YP_009010974__KF360033,AHK26987__KF025386.1,AHK26969__KF025380.1,AHA86835__KF373759.1,AGZ93685__KF792837.1,AGS15085__KF206166.1,AGS15077__KF206164.1,AGS15053__KF206158.1,AGS15039__KF206154.1,AFV48069__JX627576.1,AFK85003__JQ814850.1,YP_005097851__JQ037754,ADB55714__GU269892.1,AFH96872__JQ692585.1,AFD01617__JN798211.1,AFD01602__JN798204.1,ABV71710__EU175872.1,AAA66612__M20036.1,AEX38011__JQ037753.1,AEX30511__JN831651.1,AEQ76796__JF504699.1,AEP95278__JN202450.1,AEO37417__JF429834.1,AEM37643__JN420372.1,AEM37606__JN420365.1,AEM37593__JN420361.1,ACT09660__GQ200736.1,ADP36995__HQ223038.1,AAD13755__AF085716.1,ADD17085__GU226971.1,ADF32027__GU938300.1,ADK34009__HM145750.1,AAR26464__AY388617.1,AAR07954__AY349010.1,AAC40229__U44978.1,AAA83224__U22967.1,AAA74973__U26342.1,AAC03775__AF043303.1,ADB20207__GQ387499.1,ADD22705__GU214704.1,ACD37375__EU659111.1,ABY67706__EU200677.1,ABY67682__EU200669.1,AAO32086__AY186198.1,AAN03856__AF513852.1,AAL09673__AF406967.1,AAL09671__AF406966.1,AAL55416__AY064475.1,AAF61212__AF221122.1,ACH81927__EU918736.1,ACL31580__FJ214110.1,ABI16638__DQ813647.1,ABC69727__DQ335247.1,CAA66227__X97629.1,CAA25689__X01457.1,AIZ50117__KP120516.1,AIE58040__KM035804.1,AGW95844__KC876004.1,AAC40694__AF036710.1
APC23164__KT961659.1,0.849493,0.836310,0.774892,0.812092,0.800633,0.786364,0.818182,0.808081,0.821068,0.825397,0.829726,0.831169,0.771903,0.772504,0.829154,0.748673,0.741259,0.841270,0.821068,0.827856,0.777403,0.858824,0.770335,0.835664,0.857143,0.823954,0.825043,0.858824,0.790769,0.859829,0.852991,0.767584,0.765766,0.828283,0.820852,0.825321,0.854914,0.778061,0.852080,0.843077,0.841270,0.821068,0.784114,0.816972,0.835377,0.819625,0.835498,0.822511,0.822511,0.854914,0.000000,0.834101,0.823954,0.858034,0.859594,0.848674,0.853354,0.843703,0.854914,0.862715,0.859594,0.850234,0.833581,0.763889,0.856269,0.836582,0.800314,0.908805,0.854914,0.826840,0.833851,0.820872,0.781022,0.815296,0.346726,0.751603,0.770408,0.829726,0.822511,0.847985,0.850234,0.853354,0.828283,0.811475,0.813853,0.873700,0.819646,0.824726,0.828916,0.755752,0.867395,0.828800,0.837795,0.820988,0.837795,0.790347,0.805195,0.810937,0.842579,0.839580,0.825397,0.784431,0.810967,0.841079,0.846726,0.839827,0.841270,0.836090,0.839827,0.763200,0.865835,0.823954,0.796687,0.849170,0.809955,0.855932,0.790462,0.833583,0.789634,0.851969,0.841079,0.745000,0.834055,0.816739,0.776335,0.836478,0.740984,0.760196,0.795287,0.815296,0.737705,0.766904,0.835347,0.768740,0.138282,0.763285,0.769231,0.828283,0.850299,0.790881,0.785276,0.770393,0.750400,0.717358,0.821229,0.600596,0.267936,0.829047,0.828283,0.745572,0.825397,0.861290,0.825893,0.768041,0.804702,0.828843,0.842027
AQX45759__KX343069.1,0.612903,0.826421,0.807988,0.777778,0.854430,0.843318,0.542243,0.655914,0.563748,0.582181,0.606759,0.634409,0.849462,0.824877,0.822884,0.807080,0.795455,0.600614,0.339478,0.608764,0.817875,0.836975,0.824561,0.701049,0.700461,0.565284,0.598628,0.830252,0.855385,0.832479,0.830769,0.814132,0.827957,0.606759,0.433180,0.339744,0.842434,0.617347,0.556240,0.620000,0.594470,0.655914,0.800407,0.627288,0.838879,0.668203,0.628264,0.629800,0.339478,0.834633,0.834101,0.000000,0.806452,0.842434,0.842434,0.839314,0.840874,0.838710,0.837754,0.836193,0.839314,0.840874,0.829493,0.817901,0.907834,0.634409,0.838050,0.933962,0.840874,0.654378,0.829193,0.825545,0.784672,0.579109,0.838710,0.814103,0.783163,0.582181,0.569892,0.822344,0.833073,0.837754,0.606759,0.822951,0.560676,0.890937,0.840580,0.818466,0.828916,0.807080,0.843994,0.806400,0.818898,0.554012,0.611024,0.846390,0.620584,0.615625,0.628264,0.632873,0.635945,0.817204,0.557604,0.651306,0.637481,0.632873,0.637481,0.843318,0.635945,0.817600,0.837754,0.563748,0.840246,0.884793,0.867896,0.828814,0.846390,0.640553,0.847926,0.847244,0.626728,0.805000,0.543779,0.557604,0.823349,0.613208,0.816393,0.797716,0.840246,0.615975,0.819672,0.797153,0.834101,0.822967,0.843318,0.827697,0.826087,0.804916,0.821813,0.836478,0.846390,0.824885,0.816000,0.818740,0.824953,0.803379,0.847926,0.612903,0.583717,0.821256,0.654378,0.837097,0.835637,0.816151,0.824593,0.800317,0.824885
AQR59123__KX133426.1,0.829233,0.827381,0.811239,0.468954,0.827532,0.822727,0.799712,0.812680,0.806916,0.799712,0.789625,0.799712,0.823263,0.816694,0.822884,0.805310,0.798951,0.817003,0.809798,0.807512,0.804384,0.843697,0.818182,0.839161,0.860231,0.806916,0.801029,0.845378,0.821538,0.856410,0.856410,0.813456,0.812312,0.811239,0.814978,0.791667,0.851794,0.765306,0.795069,0.806154,0.798271,0.802594,0.804481,0.798669,0.838879,0.802594,0.806916,0.805476,0.817003,0.847114,0.823954,0.806452,0.000000,0.845554,0.843994,0.854914,0.848674,0.831563,0.842434,0.848674,0.854914,0.853354,0.826152,0.811728,0.891437,0.809595,0.820755,0.927673,0.851794,0.808357,0.832298,0.827103,0.795620,0.795389,0.813988,0.820513,0.798469,0.792507,0.801153,0.851648,0.854914,0.845554,0.819885,0.824590,0.805476,0.912333,0.830918,0.838811,0.828916,0.821239,0.843994,0.820800,0.828346,0.808642,0.809449,0.832579,0.799712,0.817187,0.808096,0.815592,0.793948,0.830838,0.778098,0.809595,0.806548,0.806916,0.815562,0.837594,0.814121,0.806400,0.850234,0.796830,0.828313,0.886878,0.849170,0.849153,0.828035,0.805097,0.830793,0.847244,0.803598,0.816667,0.814121,0.804035,0.829971,0.812893,0.809836,0.804241,0.818851,0.806916,0.821311,0.804270,0.833837,0.821372,0.832606,0.816425,0.812709,0.031700,0.835329,0.812893,0.823620,0.809668,0.820800,0.824885,0.810056,0.824143,0.841874,0.810893,0.808357,0.816425,0.815562,0.859677,0.843750,0.804124,0.793852,0.572108,0.827124
AQS80393__KX981980.1,0.828393,0.822153,0.829953,0.823529,0.862342,0.847114,0.834633,0.864275,0.839314,0.831513,0.842434,0.840874,0.868955,0.844517,0.800940,0.817699,0.825175,0.847114,0.848674,0.837246,0.853288,0.255462,0.848485,0.875874,0.879875,0.842434,0.840480,0.260504,0.848674,0.129915,0.141880,0.839314,0.854914,0.856474,0.867395,0.831731,0.184087,0.852041,0.850234,0.843994,0.837754,0.851794,0.804481,0.846922,0.560420,0.847114,0.834633,0.834633,0.848674,0.187207,0.858034,0.842434,0.845554,0.000000,0.101404,0.190328,0.212168,0.800312,0.132605,0.157566,0.140406,0.146646,0.803432,0.842434,0.895476,0.833073,0.844340,0.935535,0.159126,0.825273,0.812793,0.789392,0.704380,0.833073,0.864275,0.836538,0.793367,0.843994,0.826833,0.128205,0.146646,0.107644,0.837754,0.798361,0.833073,0.904836,0.822866,0.812207,0.778313,0.831858,0.249610,0.812800,0.837795,0.842434,0.842520,0.859594,0.845554,0.839063,0.848674,0.848674,0.847114,0.858034,0.836193,0.851794,0.850234,0.848674,0.851794,0.798752,0.836193,0.844800,0.138846,0.847114,0.859594,0.897036,0.878315,0.091525,0.859594,0.842434,0.853354,0.352756,0.843994,0.840000,0.823713,0.839314,0.848674,0.834906,0.836066,0.838499,0.861154,0.836193,0.832787,0.832740,0.804992,0.846890,0.856474,0.842190,0.844482,0.847114,0.825273,0.844340,0.853354,0.853354,0.827200,0.854914,0.858473,0.850234,0.875195,0.837754,0.840874,0.837359,0.843994,0.138710,0.831513,0.833333,0.851718,0.833597,0.819033
AQS80381__KX981976.1,0.826833,0.836193,0.831513,0.826797,0.860759,0.850234,0.836193,0.872075,0.834633,0.834633,0.845554,0.837754,0.858034,0.851064,0.805643,0.821239,0.825175,0.856474,0.853354,0.835681,0.853288,0.262185,0.850080,0.874126,0.875195,0.842434,0.843911,0.263866,0.853354,0.145299,0.145299,0.845554,0.854914,0.851794,0.865835,0.836538,0.204368,0.844388,0.842434,0.847114,0.829953,0.848674,0.812627,0.853577,0.560420,0.847114,0.836193,0.831513,0.850234,0.191888,0.859594,0.842434,0.843994,0.101404,0.000000,0.190328,0.218409,0.811232,0.146646,0.168487,0.115445,0.135725,0.803432,0.854914,0.906396,0.837754,0.855346,0.944969,0.149766,0.822153,0.814353,0.787832,0.718978,0.843994,0.856474,0.844551,0.783163,0.836193,0.825273,0.128205,0.106084,0.143526,0.837754,0.804918,0.839314,0.906396,0.832528,0.813772,0.787952,0.837168,0.258970,0.809600,0.820472,0.837754,0.837795,0.862715,0.836193,0.834375,0.853354,0.843994,0.843994,0.854914,0.831513,0.848674,0.848674,0.839314,0.836193,0.808112,0.834633,0.849600,0.149766,0.842434,0.865835,0.898596,0.878315,0.118644,0.858034,0.833073,0.850234,0.351181,0.837754,0.830000,0.829953,0.843994,0.854914,0.836478,0.840984,0.840131,0.850234,0.834633,0.839344,0.832740,0.803432,0.854864,0.858034,0.847021,0.846154,0.842434,0.826833,0.852201,0.851794,0.856474,0.840000,0.858034,0.860335,0.845554,0.879875,0.837754,0.845554,0.848631,0.836193,0.164516,0.831513,0.835052,0.849910,0.841521,0.822153
AQS80297__KX981922.1,0.834633,0.815913,0.836193,0.828431,0.863924,0.867395,0.834633,0.870515,0.839314,0.839314,0.850234,0.840874,0.864275,0.865794,0.813480,0.833628,0.826923,0.851794,0.843994,0.843505,0.849916,0.262185,0.854864,0.875874,0.876755,0.845554,0.835334,0.260504,0.862715,0.208547,0.222222,0.851794,0.851794,0.845554,0.867395,0.841346,0.238690,0.844388,0.850234,0.839314,0.836193,0.840874,0.810591,0.855241,0.558669,0.845554,0.834633,0.836193,0.843994,0.104524,0.848674,0.839314,0.854914,0.190328,0.190328,0.000000,0.146646,0.814353,0.198128,0.196568,0.199688,0.190328,0.820593,0.837754,0.898596,0.839314,0.861635,0.940252,0.193448,0.829953,0.812793,0.800312,0.711679,0.834633,0.856474,0.828526,0.775510,0.837754,0.829953,0.206960,0.196568,0.204368,0.834633,0.800000,0.840874,0.901716,0.814815,0.813772,0.778313,0.830088,0.269891,0.827200,0.811024,0.836193,0.840945,0.862715,0.833073,0.835938,0.848674,0.843994,0.840874,0.856474,0.836193,0.843994,0.848674,0.847114,0.842434,0.817473,0.829953,0.856000,0.201248,0.845554,0.861154,0.893916,0.878315,0.206780,0.865835,0.842434,0.851794,0.349606,0.842434,0.846667,0.828393,0.845554,0.861154,0.839623,0.844262,0.840131,0.854914,0.843994,0.837705,0.834520,0.817473,0.856459,0.850234,0.832528,0.857860,0.854914,0.814353,0.853774,0.861154,0.850234,0.840000,0.859594,0.854749,0.858034,0.864275,0.845554,0.840874,0.837359,0.839314,0.245161,0.828393,0.841924,0.846293,0.846276,0.831513
AQS80292__KX981921.1,0.820593,0.834633,0.842434,0.825163,0.865506,0.842434,0.837754,0.868955,0.842434,0.831513,0.845554,0.848674,0.858034,0.844517,0.822884,0.828319,0.837413,0.847114,0.851794,0.841941,0.860034,0.278992,0.854864,0.868881,0.873635,0.842434,0.845626,0.275630,0.858034,0.230769,0.254701,0.851794,0.854914,0.845554,0.856474,0.825321,0.249610,0.841837,0.848674,0.845554,0.837754,0.843994,0.820774,0.861897,0.562172,0.854914,0.839314,0.834633,0.853354,0.107644,0.853354,0.840874,0.848674,0.212168,0.218409,0.146646,0.000000,0.812793,0.205928,0.218409,0.218409,0.213729,0.814353,0.845554,0.900156,0.837754,0.850629,0.940252,0.219969,0.828393,0.820593,0.806552,0.737226,0.840874,0.858034,0.847756,0.785714,0.843994,0.831513,0.228938,0.223089,0.237129,0.843994,0.813115,0.833073,0.903276,0.814815,0.826291,0.797590,0.837168,0.277691,0.830400,0.828346,0.833073,0.842520,0.868955,0.834633,0.839063,0.843994,0.850234,0.847114,0.851794,0.836193,0.847114,0.845554,0.840874,0.840874,0.822153,0.840874,0.857600,0.213729,0.848674,0.865835,0.900156,0.881435,0.227119,0.864275,0.843994,0.848674,0.368504,0.840874,0.840000,0.837754,0.845554,0.865835,0.839623,0.844262,0.845024,0.851794,0.842434,0.844262,0.846975,0.819033,0.853270,0.854914,0.845411,0.854515,0.851794,0.829953,0.849057,0.861154,0.859594,0.849600,0.859594,0.841713,0.843994,0.872075,0.845554,0.847114,0.850242,0.828393,0.262903,0.833073,0.840206,0.849910,0.844691,0.829953
AQN78781__KX685945.1,0.834598,0.625190,0.816388,0.830065,0.848101,0.830046,0.819423,0.823976,0.842185,0.827011,0.816388,0.802731,0.834598,0.819967,0.452978,0.780531,0.788462,0.828528,0.833080,0.838811,0.812816,0.815126,0.795853,0.863636,0.887709,0.817906,0.825043,0.811765,0.835385,0.805128,0.811966,0.813456,0.822458,0.831563,0.852807,0.820513,0.811232,0.808673,0.821263,0.821538,0.827011,0.813354,0.598778,0.833611,0.796848,0.823976,0.822458,0.820941,0.833080,0.808112,0.843703,0.838710,0.831563,0.800312,0.811232,0.814353,0.812793,0.000000,0.809672,0.814353,0.822153,0.817473,0.239757,0.810185,0.900612,0.822458,0.836478,0.937107,0.819033,0.831563,0.470497,0.476636,0.386861,0.816388,0.833080,0.802885,0.530612,0.848255,0.825493,0.829670,0.812793,0.804992,0.822458,0.424590,0.836115,0.899848,0.426731,0.458529,0.445783,0.808850,0.819033,0.598400,0.611024,0.839506,0.815748,0.836115,0.813354,0.817187,0.827011,0.820941,0.827011,0.836115,0.836115,0.830046,0.831563,0.837633,0.822458,0.427921,0.830046,0.819200,0.817473,0.839150,0.831563,0.878604,0.854325,0.806780,0.837633,0.822458,0.833841,0.806299,0.819423,0.806667,0.828528,0.822458,0.839150,0.823899,0.814754,0.799347,0.843703,0.842185,0.821311,0.811388,0.619120,0.791069,0.837633,0.806763,0.822742,0.825493,0.626707,0.831761,0.837423,0.827011,0.806400,0.838710,0.834264,0.833080,0.842185,0.848255,0.825493,0.800322,0.836115,0.817742,0.625190,0.821306,0.817360,0.812995,0.632777
ALT55210__KU295527.1,0.820593,0.820593,0.826833,0.823529,0.860759,0.859594,0.837754,0.872075,0.834633,0.833073,0.840874,0.834633,0.861154,0.847791,0.807210,0.817699,0.823427,0.851794,0.851794,0.841941,0.854975,0.260504,0.853270,0.872378,0.876755,0.840874,0.837050,0.252101,0.862715,0.131624,0.160684,0.834633,0.854914,0.848674,0.867395,0.830128,0.118565,0.836735,0.843994,0.847114,0.817473,0.834633,0.782077,0.850250,0.546410,0.836193,0.839314,0.839314,0.848674,0.190328,0.854914,0.837754,0.842434,0.132605,0.146646,0.198128,0.205928,0.809672,0.000000,0.126365,0.115445,0.132605,0.811232,0.840874,0.906396,0.837754,0.847484,0.938679,0.123245,0.828393,0.808112,0.792512,0.715328,0.833073,0.847114,0.833333,0.788265,0.840874,0.828393,0.131868,0.145086,0.148206,0.837754,0.804918,0.833073,0.906396,0.832528,0.816901,0.790361,0.824779,0.257410,0.812800,0.833071,0.831513,0.837795,0.862715,0.834633,0.835938,0.843994,0.839314,0.853354,0.859594,0.828393,0.851794,0.845554,0.843994,0.850234,0.804992,0.829953,0.846400,0.123245,0.840874,0.864275,0.897036,0.884555,0.142373,0.847114,0.837754,0.850234,0.352756,0.842434,0.836667,0.834633,0.843994,0.850234,0.836478,0.832787,0.827080,0.854914,0.845554,0.834426,0.829181,0.820593,0.850080,0.853354,0.845411,0.849498,0.843994,0.822153,0.850629,0.853354,0.845554,0.835200,0.861154,0.845438,0.842434,0.875195,0.842434,0.837754,0.840580,0.847114,0.187097,0.823713,0.833333,0.840868,0.836767,0.828393
ALT55209__KU295526.1,0.825273,0.834633,0.840874,0.815359,0.863924,0.851794,0.836193,0.865835,0.833073,0.834633,0.840874,0.828393,0.868955,0.844517,0.810345,0.826549,0.832168,0.843994,0.850234,0.829421,0.853288,0.248739,0.856459,0.870629,0.870515,0.842434,0.833619,0.258824,0.859594,0.176068,0.193162,0.843994,0.851794,0.843994,0.861154,0.839744,0.179407,0.834184,0.847114,0.836193,0.826833,0.834633,0.802444,0.851913,0.558669,0.833073,0.831513,0.831513,0.847114,0.201248,0.862715,0.836193,0.848674,0.157566,0.168487,0.196568,0.218409,0.814353,0.126365,0.000000,0.176287,0.154446,0.817473,0.840874,0.897036,0.833073,0.850629,0.938679,0.124805,0.817473,0.822153,0.797192,0.711679,0.831513,0.850234,0.841346,0.783163,0.842434,0.822153,0.179487,0.176287,0.170047,0.826833,0.808197,0.839314,0.898596,0.822866,0.820031,0.790361,0.828319,0.263651,0.820800,0.831496,0.837754,0.837795,0.864275,0.837754,0.829688,0.843994,0.839314,0.842434,0.865835,0.828393,0.845554,0.848674,0.843994,0.842434,0.811232,0.828393,0.851200,0.179407,0.842434,0.864275,0.900156,0.884555,0.176271,0.854914,0.837754,0.853354,0.349606,0.837754,0.833333,0.834633,0.837754,0.853354,0.830189,0.836066,0.835237,0.862715,0.831513,0.834426,0.836299,0.819033,0.848485,0.861154,0.848631,0.842809,0.848674,0.825273,0.852201,0.853354,0.851794,0.841600,0.864275,0.845438,0.837754,0.870515,0.831513,0.840874,0.845411,0.836193,0.219355,0.836193,0.841924,0.849910,0.838352,0.826833
ALT55206__KU295523.1,0.825273,0.817473,0.826833,0.826797,0.867089,0.853354,0.836193,0.868955,0.836193,0.833073,0.840874,0.833073,0.868955,0.852700,0.813480,0.828319,0.828671,0.847114,0.856474,0.840376,0.848229,0.275630,0.854864,0.870629,0.889236,0.840874,0.838765,0.273950,0.854914,0.124786,0.145299,0.843994,0.854914,0.847114,0.867395,0.833333,0.177847,0.839286,0.840874,0.833073,0.833073,0.843994,0.790224,0.855241,0.551664,0.845554,0.834633,0.833073,0.853354,0.198128,0.859594,0.839314,0.854914,0.140406,0.115445,0.199688,0.218409,0.822153,0.115445,0.176287,0.000000,0.121685,0.812793,0.850234,0.901716,0.834633,0.850629,0.940252,0.154446,0.833073,0.817473,0.797192,0.722628,0.840874,0.867395,0.841346,0.793367,0.839314,0.833073,0.115385,0.110764,0.170047,0.839314,0.814754,0.836193,0.897036,0.834138,0.818466,0.795181,0.835398,0.271451,0.828800,0.833071,0.842434,0.833071,0.858034,0.836193,0.834375,0.848674,0.842434,0.847114,0.864275,0.843994,0.842434,0.840874,0.840874,0.837754,0.817473,0.837754,0.848000,0.115445,0.843994,0.867395,0.898596,0.876755,0.150847,0.861154,0.829953,0.850234,0.357480,0.842434,0.833333,0.836193,0.836193,0.854914,0.831761,0.840984,0.838499,0.851794,0.848674,0.842623,0.838078,0.812793,0.854864,0.861154,0.847021,0.856187,0.854914,0.823713,0.856918,0.856474,0.858034,0.841600,0.853354,0.858473,0.848674,0.873635,0.847114,0.842434,0.848631,0.839314,0.195161,0.815913,0.829897,0.851718,0.836767,0.817473
ALT55196__KU295513.1,0.825273,0.826833,0.839314,0.834967,0.863924,0.851794,0.836193,0.858034,0.839314,0.836193,0.843994,0.834633,0.865835,0.855974,0.815047,0.830088,0.828671,0.854914,0.845554,0.838811,0.848229,0.272269,0.850080,0.874126,0.881435,0.836193,0.838765,0.270588,0.854914,0.138462,0.136752,0.848674,0.854914,0.850234,0.864275,0.838141,0.174727,0.839286,0.840874,0.850234,0.834633,0.840874,0.816701,0.848586,0.541156,0.836193,0.837754,0.833073,0.847114,0.198128,0.850234,0.840874,0.853354,0.146646,0.135725,0.190328,0.213729,0.817473,0.132605,0.154446,0.121685,0.000000,0.806552,0.853354,0.907956,0.829953,0.855346,0.943396,0.138846,0.825273,0.814353,0.792512,0.733577,0.839314,0.851794,0.842949,0.795918,0.836193,0.826833,0.124542,0.129485,0.165367,0.837754,0.813115,0.840874,0.906396,0.838969,0.818466,0.800000,0.835398,0.255850,0.806400,0.825197,0.840874,0.836220,0.861154,0.831513,0.828125,0.842434,0.828393,0.834633,0.851794,0.840874,0.843994,0.842434,0.833073,0.831513,0.808112,0.842434,0.848000,0.149766,0.837754,0.862715,0.895476,0.879875,0.157627,0.853354,0.829953,0.854914,0.349606,0.834633,0.845000,0.836193,0.839314,0.851794,0.842767,0.845902,0.835237,0.854914,0.843994,0.842623,0.841637,0.815913,0.851675,0.853354,0.848631,0.852843,0.848674,0.826833,0.858491,0.850234,0.853354,0.840000,0.856474,0.839851,0.845554,0.870515,0.839314,0.845554,0.848631,0.839314,0.204839,0.826833,0.835052,0.840868,0.835182,0.817473
BAS32608__AB982223.1,0.839525,0.635417,0.809807,0.808824,0.840190,0.821212,0.824666,0.839525,0.839525,0.820208,0.821694,0.809807,0.821752,0.831424,0.448276,0.798230,0.783217,0.820208,0.827637,0.838811,0.804384,0.794958,0.791069,0.874126,0.879643,0.821694,0.825043,0.808403,0.824615,0.808547,0.803419,0.796636,0.815315,0.827637,0.845468,0.822115,0.822153,0.798469,0.830508,0.838462,0.829123,0.814264,0.568228,0.828619,0.809107,0.821694,0.820208,0.824666,0.836553,0.803432,0.833581,0.829493,0.826152,0.803432,0.803432,0.820593,0.814353,0.239757,0.811232,0.817473,0.812793,0.806552,0.000000,0.814815,0.888379,0.823088,0.839623,0.935535,0.809672,0.835067,0.492236,0.476636,0.390511,0.821694,0.833333,0.807692,0.525510,0.833581,0.826152,0.807692,0.809672,0.808112,0.826152,0.418033,0.824666,0.904903,0.463768,0.474178,0.450602,0.810619,0.820593,0.588800,0.622047,0.828704,0.836220,0.835596,0.803863,0.820312,0.820090,0.818591,0.829123,0.821856,0.824666,0.830585,0.830357,0.827637,0.827637,0.437594,0.826152,0.819200,0.804992,0.829123,0.837349,0.877828,0.850679,0.813559,0.830609,0.823088,0.820122,0.804724,0.821589,0.798333,0.835067,0.833581,0.839525,0.834906,0.804918,0.802610,0.830609,0.836553,0.801639,0.813167,0.619335,0.800638,0.838039,0.790660,0.826087,0.829123,0.625749,0.828616,0.829755,0.812689,0.795200,0.826421,0.830540,0.831595,0.842496,0.841150,0.833581,0.795491,0.832095,0.819355,0.648810,0.817869,0.819168,0.820919,0.637854
AOL02446__KX583629.1,0.810185,0.796296,0.625000,0.794118,0.775316,0.756173,0.794753,0.808642,0.811728,0.802469,0.810185,0.807099,0.736111,0.756137,0.799373,0.573451,0.557692,0.816358,0.808642,0.826291,0.784148,0.850420,0.575758,0.837413,0.848765,0.805556,0.804460,0.845378,0.763889,0.851282,0.849573,0.537037,0.578704,0.811728,0.810185,0.822115,0.847114,0.752551,0.813272,0.825617,0.822531,0.817901,0.782077,0.813644,0.847636,0.817901,0.802469,0.796296,0.808642,0.843994,0.763889,0.817901,0.811728,0.842434,0.854914,0.837754,0.845554,0.810185,0.840874,0.840874,0.850234,0.853354,0.814815,0.000000,0.904321,0.807099,0.756289,0.878931,0.839314,0.799383,0.815217,0.809969,0.762774,0.794753,0.766975,0.471154,0.737245,0.819444,0.807099,0.846154,0.858034,0.840874,0.810185,0.795082,0.814815,0.868827,0.801932,0.807512,0.814458,0.684956,0.851794,0.806400,0.803150,0.828704,0.828346,0.750000,0.802469,0.818750,0.804012,0.817901,0.817901,0.765432,0.810185,0.828704,0.810185,0.811728,0.817901,0.810185,0.808642,0.755200,0.854914,0.813272,0.770062,0.819444,0.771605,0.845763,0.762346,0.808642,0.750000,0.856693,0.805556,0.536667,0.811728,0.813272,0.751543,0.816038,0.532787,0.557912,0.763889,0.811728,0.536066,0.656584,0.807099,0.577352,0.770062,0.468599,0.782609,0.811728,0.804012,0.746855,0.763889,0.416667,0.478400,0.771605,0.761639,0.776235,0.783951,0.819444,0.797840,0.479871,0.794753,0.850000,0.800926,0.704467,0.788427,0.808241,0.796296
